lon;lat;CO;NO;NO2;O3;SO2;PM2_5;PM10;NH3;aqi;date;hour;year;city
41.3888;2.159;243.66;0;0.07;41.84;0.07;5.12;11.97;0.41;1;01/01/2021;0;2021;Barcelona
41.3888;2.159;233.65;0;0.08;44.35;0.07;5.52;14.4;0.38;1;01/01/2021;1;2021;Barcelona
41.3888;2.159;226.97;0;0.08;46.49;0.06;5.83;16.02;0.34;1;01/01/2021;2;2021;Barcelona
41.3888;2.159;223.64;0;0.08;46.49;0.06;6.08;16.92;0.3;1;01/01/2021;3;2021;Barcelona
41.3888;2.159;220.3;0;0.09;46.49;0.06;6.44;17.89;0.26;1;01/01/2021;4;2021;Barcelona
41.3888;2.159;216.96;0;0.09;45.78;0.07;6.92;19.33;0.24;1;01/01/2021;5;2021;Barcelona
41.3888;2.159;216.96;0.01;0.08;44.7;0.07;7.29;20.56;0.25;1;01/01/2021;6;2021;Barcelona
41.3888;2.159;220.3;0.01;0.05;45.06;0.08;7.47;21.53;0.25;1;01/01/2021;7;2021;Barcelona
41.3888;2.159;230.31;0.01;0.03;47.92;0.1;7.46;27.01;0.2;1;01/01/2021;8;2021;Barcelona
41.3888;2.159;230.31;0;0.02;47.21;0.11;7.74;31.14;0.19;1;01/01/2021;9;2021;Barcelona
41.3888;2.159;230.31;0;0.02;46.49;0.12;8.27;32.65;0.2;1;01/01/2021;10;2021;Barcelona
41.3888;2.159;220.3;0;0.02;50.78;0.12;9.46;35.53;0.18;1;01/01/2021;11;2021;Barcelona
41.3888;2.159;210.29;0;0.02;54.36;0.11;9.59;33.85;0.14;1;01/01/2021;12;2021;Barcelona
41.3888;2.159;205.28;0;0.02;55.08;0.1;9.85;33.74;0.12;1;01/01/2021;13;2021;Barcelona
41.3888;2.159;198.6;0;0.02;54.36;0.1;10.44;35.4;0.13;1;01/01/2021;14;2021;Barcelona
41.3888;2.159;195.27;0;0.03;51.5;0.1;11.26;38;0.17;1;01/01/2021;15;2021;Barcelona
41.3888;2.159;193.6;0;0.04;50.07;0.11;12.07;40.91;0.22;1;01/01/2021;16;2021;Barcelona
41.3888;2.159;191.93;0;0.09;45.42;0.11;12.85;42.58;0.34;1;01/01/2021;17;2021;Barcelona
41.3888;2.159;191.93;0;0.16;38.27;0.12;13.3;43.16;0.52;1;01/01/2021;18;2021;Barcelona
41.3888;2.159;190.26;0;0.21;32.54;0.12;13.63;43.48;0.65;1;01/01/2021;19;2021;Barcelona
41.3888;2.159;188.59;0;0.24;28.25;0.11;13.85;43.92;0.74;1;01/01/2021;20;2021;Barcelona
41.3888;2.159;188.59;0;0.25;25.39;0.1;14.27;44.58;0.74;1;01/01/2021;21;2021;Barcelona
41.3888;2.159;190.26;0;0.21;25.39;0.1;14.33;44.07;0.7;1;01/01/2021;22;2021;Barcelona
41.3888;2.159;193.6;0;0.13;32.9;0.1;12.47;35.75;0.6;1;01/01/2021;23;2021;Barcelona
41.3888;2.159;198.6;0;0.12;37.91;0.11;11.74;32.05;0.55;1;02/01/2021;0;2021;Barcelona
41.3888;2.159;200.27;0;0.1;44.7;0.11;11.63;32.18;0.48;1;02/01/2021;1;2021;Barcelona
41.3888;2.159;198.6;0;0.09;50.07;0.1;11.45;31.5;0.44;1;02/01/2021;2;2021;Barcelona
41.3888;2.159;196.93;0;0.1;51.5;0.1;11.25;30.49;0.44;1;02/01/2021;3;2021;Barcelona
41.3888;2.159;193.6;0;0.1;50.78;0.09;10.98;29.21;0.44;1;02/01/2021;4;2021;Barcelona
41.3888;2.159;191.93;0;0.1;49.35;0.08;10.56;27.52;0.41;1;02/01/2021;5;2021;Barcelona
41.3888;2.159;190.26;0;0.08;47.92;0.08;10;26.04;0.38;1;02/01/2021;6;2021;Barcelona
41.3888;2.159;190.26;0.01;0.06;47.92;0.08;9.61;25.9;0.33;1;02/01/2021;7;2021;Barcelona
41.3888;2.159;193.6;0;0.04;55.08;0.09;9.36;29.04;0.21;1;02/01/2021;8;2021;Barcelona
41.3888;2.159;195.27;0;0.03;55.79;0.09;9.32;28.59;0.18;1;02/01/2021;9;2021;Barcelona
41.3888;2.159;196.93;0;0.04;54.36;0.09;8.72;25.68;0.17;1;02/01/2021;10;2021;Barcelona
41.3888;2.159;198.6;0;0.04;52.93;0.09;7.99;22.7;0.16;1;02/01/2021;11;2021;Barcelona
41.3888;2.159;198.6;0;0.04;52.93;0.09;6.85;18.88;0.15;1;02/01/2021;12;2021;Barcelona
41.3888;2.159;196.93;0;0.04;52.93;0.08;5.89;15.69;0.14;1;02/01/2021;13;2021;Barcelona
41.3888;2.159;195.27;0;0.04;50.07;0.07;5.67;14.77;0.15;1;02/01/2021;14;2021;Barcelona
41.3888;2.159;193.6;0;0.05;46.49;0.07;6.05;15.62;0.19;1;02/01/2021;15;2021;Barcelona
41.3888;2.159;191.93;0;0.06;44.35;0.07;6.7;17.35;0.24;1;02/01/2021;16;2021;Barcelona
41.3888;2.159;190.26;0;0.11;38.98;0.07;7.55;19.72;0.48;1;02/01/2021;17;2021;Barcelona
41.3888;2.159;186.92;0;0.17;33.26;0.08;8.16;21.31;0.84;1;02/01/2021;18;2021;Barcelona
41.3888;2.159;186.92;0;0.23;29.68;0.09;8.17;21.32;1.24;1;02/01/2021;19;2021;Barcelona
41.3888;2.159;185.25;0;0.27;26.82;0.1;8.21;21.32;1.5;1;02/01/2021;20;2021;Barcelona
41.3888;2.159;183.58;0;0.26;21.99;0.08;8.7;21.84;1.19;1;02/01/2021;21;2021;Barcelona
41.3888;2.159;185.25;0;0.21;20.56;0.06;8.56;20.43;0.82;1;02/01/2021;22;2021;Barcelona
41.3888;2.159;193.6;0;0.11;36.12;0.06;7.29;20.8;0.53;1;02/01/2021;23;2021;Barcelona
41.3888;2.159;200.27;0;0.09;41.84;0.08;7.09;19.22;0.47;1;03/01/2021;0;2021;Barcelona
41.3888;2.159;201.94;0;0.08;45.78;0.1;7.19;18.57;0.42;1;03/01/2021;1;2021;Barcelona
41.3888;2.159;201.94;0;0.08;50.07;0.1;7.22;18.92;0.35;1;03/01/2021;2;2021;Barcelona
41.3888;2.159;200.27;0;0.08;52.21;0.09;7.11;18.69;0.29;1;03/01/2021;3;2021;Barcelona
41.3888;2.159;200.27;0;0.08;52.93;0.08;7.04;17.8;0.24;1;03/01/2021;4;2021;Barcelona
41.3888;2.159;201.94;0;0.08;52.93;0.08;6.94;16.63;0.22;1;03/01/2021;5;2021;Barcelona
41.3888;2.159;205.28;0;0.07;52.21;0.08;6.93;16.48;0.24;1;03/01/2021;6;2021;Barcelona
41.3888;2.159;210.29;0;0.06;52.21;0.09;7.31;18.81;0.27;1;03/01/2021;7;2021;Barcelona
41.3888;2.159;220.3;0.01;0.04;55.79;0.1;8.93;27.29;0.27;1;03/01/2021;8;2021;Barcelona
41.3888;2.159;223.64;0;0.03;57.22;0.1;10.66;35.58;0.26;1;03/01/2021;9;2021;Barcelona
41.3888;2.159;223.64;0;0.02;55.79;0.09;11.61;40.33;0.23;1;03/01/2021;10;2021;Barcelona
41.3888;2.159;216.96;0;0.02;60.08;0.08;10.87;35.82;0.15;1;03/01/2021;11;2021;Barcelona
41.3888;2.159;206.95;0;0.02;62.23;0.06;9.72;30.14;0.11;1;03/01/2021;12;2021;Barcelona
41.3888;2.159;203.61;0;0.02;61.51;0.07;9.6;29.44;0.11;1;03/01/2021;13;2021;Barcelona
41.3888;2.159;203.61;0;0.02;58.65;0.07;10.01;30.53;0.13;1;03/01/2021;14;2021;Barcelona
41.3888;2.159;205.28;0;0.03;55.08;0.07;10.7;32.18;0.16;1;03/01/2021;15;2021;Barcelona
41.3888;2.159;206.95;0;0.04;52.21;0.08;11.54;33.83;0.18;1;03/01/2021;16;2021;Barcelona
41.3888;2.159;208.62;0;0.06;49.35;0.08;12.26;34.52;0.26;1;03/01/2021;17;2021;Barcelona
41.3888;2.159;211.95;0;0.1;43.99;0.09;12.78;33.43;0.38;1;03/01/2021;18;2021;Barcelona
41.3888;2.159;213.62;0;0.12;39.34;0.09;12.94;32.14;0.49;1;03/01/2021;19;2021;Barcelona
41.3888;2.159;213.62;0;0.14;35.05;0.09;13.04;30.87;0.59;1;03/01/2021;20;2021;Barcelona
41.3888;2.159;211.95;0;0.16;31.11;0.09;12.94;29.82;0.65;1;03/01/2021;21;2021;Barcelona
41.3888;2.159;208.62;0;0.17;27.54;0.08;12.8;28.99;0.7;1;03/01/2021;22;2021;Barcelona
41.3888;2.159;205.28;0;0.18;23.25;0.07;12.78;28.06;0.74;1;03/01/2021;23;2021;Barcelona
41.3888;2.159;205.28;0;0.17;22.89;0.06;12.06;24.91;0.72;1;04/01/2021;0;2021;Barcelona
41.3888;2.159;210.29;0;0.13;30.4;0.06;10.52;20.11;0.65;1;04/01/2021;1;2021;Barcelona
41.3888;2.159;223.64;0;0.09;43.27;0.09;11.25;21.19;0.52;1;04/01/2021;2;2021;Barcelona
41.3888;2.159;223.64;0;0.09;48.64;0.09;12.46;24.1;0.44;1;04/01/2021;3;2021;Barcelona
41.3888;2.159;220.3;0;0.1;51.5;0.09;12.2;24.68;0.39;1;04/01/2021;4;2021;Barcelona
41.3888;2.159;213.62;0;0.1;52.93;0.08;11.06;23.61;0.38;1;04/01/2021;5;2021;Barcelona
41.3888;2.159;211.95;0;0.1;52.93;0.09;9.98;22.82;0.4;1;04/01/2021;6;2021;Barcelona
41.3888;2.159;216.96;0;0.08;53.64;0.11;10.27;25.84;0.42;1;04/01/2021;7;2021;Barcelona
41.3888;2.159;226.97;0.01;0.06;61.51;0.12;12.84;42.63;0.31;1;04/01/2021;8;2021;Barcelona
41.3888;2.159;226.97;0.01;0.05;61.51;0.11;13.77;47.04;0.23;1;04/01/2021;9;2021;Barcelona
41.3888;2.159;223.64;0.01;0.04;57.94;0.1;14.04;48.3;0.18;1;04/01/2021;10;2021;Barcelona
41.3888;2.159;213.62;0;0.02;57.94;0.07;13.36;45.42;0.13;1;04/01/2021;11;2021;Barcelona
41.3888;2.159;210.29;0;0.02;57.94;0.06;12.63;40.58;0.1;1;04/01/2021;12;2021;Barcelona
41.3888;2.159;210.29;0;0.03;57.22;0.06;12.6;39.51;0.08;1;04/01/2021;13;2021;Barcelona
41.3888;2.159;210.29;0;0.03;55.08;0.06;12.84;39.41;0.1;1;04/01/2021;14;2021;Barcelona
41.3888;2.159;211.95;0;0.04;51.5;0.07;12.99;39.54;0.13;1;04/01/2021;15;2021;Barcelona
41.3888;2.159;211.95;0;0.05;49.35;0.07;12.96;38.52;0.17;1;04/01/2021;16;2021;Barcelona
41.3888;2.159;210.29;0;0.1;43.99;0.08;12.73;35.91;0.32;1;04/01/2021;17;2021;Barcelona
41.3888;2.159;208.62;0;0.16;36.84;0.09;12.42;33.08;0.52;1;04/01/2021;18;2021;Barcelona
41.3888;2.159;208.62;0;0.21;30.76;0.1;12.21;30.8;0.66;1;04/01/2021;19;2021;Barcelona
41.3888;2.159;206.95;0;0.23;25.75;0.1;12.05;28.78;0.75;1;04/01/2021;20;2021;Barcelona
41.3888;2.159;205.28;0;0.24;22.35;0.1;11.82;26.49;0.77;1;04/01/2021;21;2021;Barcelona
41.3888;2.159;205.28;0;0.21;22.89;0.09;11.61;24.24;0.69;1;04/01/2021;22;2021;Barcelona
41.3888;2.159;213.62;0;0.1;40.05;0.1;12.43;24.99;0.41;1;04/01/2021;23;2021;Barcelona
41.3888;2.159;223.64;0;0.09;46.49;0.12;11.96;24.84;0.39;1;05/01/2021;0;2021;Barcelona
41.3888;2.159;220.3;0;0.09;52.21;0.15;9.87;23.41;0.36;1;05/01/2021;1;2021;Barcelona
41.3888;2.159;210.29;0;0.1;57.22;0.13;8.88;23.71;0.26;1;05/01/2021;2;2021;Barcelona
41.3888;2.159;205.28;0;0.1;58.65;0.11;9.88;27.62;0.18;1;05/01/2021;3;2021;Barcelona
41.3888;2.159;205.28;0;0.11;57.94;0.11;11.61;32.26;0.16;1;05/01/2021;4;2021;Barcelona
41.3888;2.159;208.62;0;0.13;57.22;0.12;13.53;36.37;0.2;1;05/01/2021;5;2021;Barcelona
41.3888;2.159;216.96;0.01;0.13;54.36;0.15;15.23;38.85;0.32;1;05/01/2021;6;2021;Barcelona
41.3888;2.159;226.97;0.02;0.11;52.21;0.17;16.45;40.06;0.43;1;05/01/2021;7;2021;Barcelona
41.3888;2.159;220.3;0.01;0.07;55.79;0.15;16.98;45.85;0.24;1;05/01/2021;8;2021;Barcelona
41.3888;2.159;205.28;0.01;0.03;56.51;0.1;17;52.15;0.09;1;05/01/2021;9;2021;Barcelona
41.3888;2.159;198.6;0;0.02;55.79;0.09;17.22;57.1;0.06;1;05/01/2021;10;2021;Barcelona
41.3888;2.159;198.6;0;0.02;56.51;0.09;16.75;55.31;0.02;1;05/01/2021;11;2021;Barcelona
41.3888;2.159;201.94;0;0.02;56.51;0.09;16.14;49.81;0.01;1;05/01/2021;12;2021;Barcelona
41.3888;2.159;201.94;0;0.02;55.08;0.09;15.98;47.77;0.01;1;05/01/2021;13;2021;Barcelona
41.3888;2.159;201.94;0;0.03;52.93;0.09;16.29;48.67;0.02;1;05/01/2021;14;2021;Barcelona
41.3888;2.159;201.94;0;0.03;50.78;0.09;16.64;50.31;0.05;1;05/01/2021;15;2021;Barcelona
41.3888;2.159;201.94;0;0.04;50.78;0.1;16.44;48.85;0.09;1;05/01/2021;16;2021;Barcelona
41.3888;2.159;201.94;0;0.07;49.35;0.11;15.53;43.17;0.16;1;05/01/2021;17;2021;Barcelona
41.3888;2.159;201.94;0;0.1;45.78;0.11;14.66;37.1;0.28;1;05/01/2021;18;2021;Barcelona
41.3888;2.159;201.94;0;0.11;42.2;0.12;14.22;33.36;0.38;1;05/01/2021;19;2021;Barcelona
41.3888;2.159;201.94;0;0.13;39.34;0.12;14.2;32.28;0.46;1;05/01/2021;20;2021;Barcelona
41.3888;2.159;201.94;0;0.14;36.84;0.12;14.39;32.56;0.51;1;05/01/2021;21;2021;Barcelona
41.3888;2.159;198.6;0;0.14;32.54;0.11;14.17;31.44;0.55;1;05/01/2021;22;2021;Barcelona
41.3888;2.159;193.6;0;0.13;31.11;0.11;13.6;29.2;0.52;1;05/01/2021;23;2021;Barcelona
41.3888;2.159;198.6;0;0.11;36.48;0.12;14.35;31.69;0.46;1;06/01/2021;0;2021;Barcelona
41.3888;2.159;201.94;0;0.11;43.27;0.14;15.26;37.25;0.41;1;06/01/2021;1;2021;Barcelona
41.3888;2.159;198.6;0;0.12;49.35;0.15;14.93;39.99;0.41;1;06/01/2021;2;2021;Barcelona
41.3888;2.159;201.94;0;0.14;52.21;0.16;14.27;40.32;0.48;1;06/01/2021;3;2021;Barcelona
41.3888;2.159;210.29;0;0.17;53.64;0.17;14.12;42.31;0.57;1;06/01/2021;4;2021;Barcelona
41.3888;2.159;220.3;0;0.19;52.93;0.18;14.93;49.43;0.66;1;06/01/2021;5;2021;Barcelona
41.3888;2.159;220.3;0.01;0.14;50.78;0.17;17.01;64.19;0.67;1;06/01/2021;6;2021;Barcelona
41.3888;2.159;213.62;0.01;0.08;49.35;0.14;20.7;86.29;0.55;1;06/01/2021;7;2021;Barcelona
41.3888;2.159;200.27;0.01;0.05;52.93;0.13;26.01;118.38;0.33;1;06/01/2021;8;2021;Barcelona
41.3888;2.159;191.93;0.01;0.04;52.93;0.12;27;123.37;0.23;1;06/01/2021;9;2021;Barcelona
41.3888;2.159;188.59;0.01;0.03;53.64;0.11;26.42;117.49;0.15;1;06/01/2021;10;2021;Barcelona
41.3888;2.159;188.59;0.01;0.03;58.65;0.1;22.74;91.86;0.04;1;06/01/2021;11;2021;Barcelona
41.3888;2.159;190.26;0.01;0.03;61.51;0.1;18.98;67.7;0;1;06/01/2021;12;2021;Barcelona
41.3888;2.159;190.26;0.01;0.03;61.51;0.1;18.09;61.1;0;1;06/01/2021;13;2021;Barcelona
41.3888;2.159;188.59;0.01;0.03;60.08;0.11;18.3;59.14;0;1;06/01/2021;14;2021;Barcelona
41.3888;2.159;186.92;0;0.04;57.22;0.12;18.44;57.54;0;1;06/01/2021;15;2021;Barcelona
41.3888;2.159;185.25;0;0.05;55.79;0.13;18.13;55.34;0.01;1;06/01/2021;16;2021;Barcelona
41.3888;2.159;185.25;0;0.08;54.36;0.13;18.06;54.18;0.08;1;06/01/2021;17;2021;Barcelona
41.3888;2.159;186.92;0;0.1;51.5;0.14;18.5;55.5;0.17;1;06/01/2021;18;2021;Barcelona
41.3888;2.159;188.59;0;0.1;49.35;0.14;19.5;59.32;0.25;1;06/01/2021;19;2021;Barcelona
41.3888;2.159;188.59;0;0.12;46.49;0.15;20.78;65.23;0.33;1;06/01/2021;20;2021;Barcelona
41.3888;2.159;186.92;0;0.14;42.2;0.15;21.7;69.42;0.43;1;06/01/2021;21;2021;Barcelona
41.3888;2.159;183.58;0;0.16;37.91;0.14;22.43;71.5;0.5;1;06/01/2021;22;2021;Barcelona
41.3888;2.159;181.91;0;0.16;34.33;0.13;22.83;70.97;0.55;1;06/01/2021;23;2021;Barcelona
41.3888;2.159;181.91;0;0.16;30.04;0.12;21.7;62.33;0.59;1;07/01/2021;0;2021;Barcelona
41.3888;2.159;188.59;0;0.14;32.9;0.13;18.68;46.48;0.56;1;07/01/2021;1;2021;Barcelona
41.3888;2.159;191.93;0;0.11;49.35;0.16;15.5;40.36;0.48;1;07/01/2021;2;2021;Barcelona
41.3888;2.159;191.93;0;0.12;57.94;0.18;14.16;40.18;0.52;1;07/01/2021;3;2021;Barcelona
41.3888;2.159;196.93;0;0.15;60.08;0.2;13.7;40.06;0.59;1;07/01/2021;4;2021;Barcelona
41.3888;2.159;203.61;0;0.17;60.08;0.2;13.9;42.99;0.67;1;07/01/2021;5;2021;Barcelona
41.3888;2.159;208.62;0.01;0.13;57.94;0.2;14.93;50.36;0.64;1;07/01/2021;6;2021;Barcelona
41.3888;2.159;208.62;0.01;0.08;55.08;0.18;16.65;60.95;0.5;1;07/01/2021;7;2021;Barcelona
41.3888;2.159;196.93;0.01;0.05;57.94;0.15;19.31;75.95;0.25;1;07/01/2021;8;2021;Barcelona
41.3888;2.159;188.59;0.01;0.04;57.94;0.13;19.86;75.35;0.16;1;07/01/2021;9;2021;Barcelona
41.3888;2.159;186.92;0.01;0.03;56.51;0.12;19.92;75.58;0.15;1;07/01/2021;10;2021;Barcelona
41.3888;2.159;185.25;0.01;0.03;60.08;0.13;17.39;63.02;0.07;1;07/01/2021;11;2021;Barcelona
41.3888;2.159;183.58;0;0.03;60.8;0.13;14.77;50.62;0.03;1;07/01/2021;12;2021;Barcelona
41.3888;2.159;183.58;0;0.03;59.37;0.13;13.85;46.09;0.03;1;07/01/2021;13;2021;Barcelona
41.3888;2.159;183.58;0;0.03;57.22;0.14;13.56;44.52;0.05;1;07/01/2021;14;2021;Barcelona
41.3888;2.159;181.91;0;0.03;53.64;0.14;13.3;44.45;0.1;1;07/01/2021;15;2021;Barcelona
41.3888;2.159;181.91;0;0.05;51.5;0.14;12.99;43.57;0.15;1;07/01/2021;16;2021;Barcelona
41.3888;2.159;181.91;0;0.08;50.07;0.14;12.57;41.91;0.24;1;07/01/2021;17;2021;Barcelona
41.3888;2.159;181.91;0;0.11;46.49;0.15;12.44;40.59;0.36;1;07/01/2021;18;2021;Barcelona
41.3888;2.159;183.58;0;0.13;42.92;0.15;12.56;40.23;0.45;1;07/01/2021;19;2021;Barcelona
41.3888;2.159;183.58;0;0.14;40.41;0.15;12.84;40.98;0.51;1;07/01/2021;20;2021;Barcelona
41.3888;2.159;181.91;0;0.15;37.91;0.14;13.21;42.48;0.55;1;07/01/2021;21;2021;Barcelona
41.3888;2.159;180.24;0;0.16;34.33;0.13;13.53;43.9;0.59;1;07/01/2021;22;2021;Barcelona
41.3888;2.159;178.58;0;0.16;30.76;0.12;13.59;43.69;0.62;1;07/01/2021;23;2021;Barcelona
41.3888;2.159;180.24;0;0.16;27.54;0.1;12.55;37.8;0.64;1;08/01/2021;0;2021;Barcelona
41.3888;2.159;186.92;0;0.14;32.19;0.1;9.5;27.01;0.61;1;08/01/2021;1;2021;Barcelona
41.3888;2.159;190.26;0;0.11;49.35;0.12;7.25;25.26;0.43;1;08/01/2021;2;2021;Barcelona
41.3888;2.159;188.59;0;0.12;57.94;0.14;7.08;28.03;0.37;1;08/01/2021;3;2021;Barcelona
41.3888;2.159;190.26;0;0.14;60.08;0.14;7.24;29.58;0.38;1;08/01/2021;4;2021;Barcelona
41.3888;2.159;200.27;0;0.17;60.08;0.16;7.65;32.12;0.44;1;08/01/2021;5;2021;Barcelona
41.3888;2.159;208.62;0.01;0.14;60.08;0.17;8.45;37.57;0.46;1;08/01/2021;6;2021;Barcelona
41.3888;2.159;201.94;0.01;0.08;60.8;0.16;9.96;47.12;0.34;1;08/01/2021;7;2021;Barcelona
41.3888;2.159;190.26;0.01;0.05;62.94;0.15;12.75;59.9;0.2;1;08/01/2021;8;2021;Barcelona
41.3888;2.159;185.25;0.01;0.03;62.23;0.15;14.63;64.99;0.15;1;08/01/2021;9;2021;Barcelona
41.3888;2.159;185.25;0;0.02;59.37;0.15;15.91;68.14;0.17;1;08/01/2021;10;2021;Barcelona
41.3888;2.159;186.92;0;0.02;59.37;0.16;15.65;62.37;0.13;1;08/01/2021;11;2021;Barcelona
41.3888;2.159;188.59;0;0.02;60.08;0.15;14.44;53.24;0.1;1;08/01/2021;12;2021;Barcelona
41.3888;2.159;188.59;0;0.02;58.65;0.14;13.44;46.9;0.1;1;08/01/2021;13;2021;Barcelona
41.3888;2.159;186.92;0;0.03;56.51;0.14;12.57;42.37;0.12;1;08/01/2021;14;2021;Barcelona
41.3888;2.159;185.25;0;0.03;52.93;0.13;12.09;40.03;0.15;1;08/01/2021;15;2021;Barcelona
41.3888;2.159;181.91;0;0.05;51.5;0.13;12.14;40.96;0.2;1;08/01/2021;16;2021;Barcelona
41.3888;2.159;178.58;0;0.07;50.78;0.14;12.59;43.77;0.26;1;08/01/2021;17;2021;Barcelona
41.3888;2.159;178.58;0;0.09;49.35;0.14;13.44;47.29;0.33;1;08/01/2021;18;2021;Barcelona
41.3888;2.159;178.58;0;0.1;48.64;0.15;14.54;51.34;0.4;1;08/01/2021;19;2021;Barcelona
41.3888;2.159;178.58;0;0.11;47.92;0.15;15.89;57.01;0.45;1;08/01/2021;20;2021;Barcelona
41.3888;2.159;178.58;0;0.12;47.92;0.16;17.35;64.58;0.48;1;08/01/2021;21;2021;Barcelona
41.3888;2.159;178.58;0;0.12;47.92;0.16;18.97;74.13;0.5;1;08/01/2021;22;2021;Barcelona
41.3888;2.159;180.24;0;0.12;48.64;0.16;20.5;81.29;0.5;1;08/01/2021;23;2021;Barcelona
41.3888;2.159;180.24;0;0.12;47.21;0.16;21.09;82.4;0.53;1;09/01/2021;0;2021;Barcelona
41.3888;2.159;178.58;0;0.13;39.34;0.14;19.6;71.15;0.6;1;09/01/2021;1;2021;Barcelona
41.3888;2.159;180.24;0;0.14;31.47;0.12;15;47.73;0.69;1;09/01/2021;2;2021;Barcelona
41.3888;2.159;186.92;0;0.13;37.19;0.12;11.63;36.7;0.69;1;09/01/2021;3;2021;Barcelona
41.3888;2.159;193.6;0;0.13;46.49;0.15;9.95;34.61;0.73;1;09/01/2021;4;2021;Barcelona
41.3888;2.159;200.27;0;0.15;52.93;0.18;9.33;37.49;0.82;1;09/01/2021;5;2021;Barcelona
41.3888;2.159;205.28;0.01;0.12;52.21;0.19;9.94;44.93;0.84;1;09/01/2021;6;2021;Barcelona
41.3888;2.159;206.95;0.01;0.08;49.35;0.18;11.1;52.94;0.79;1;09/01/2021;7;2021;Barcelona
41.3888;2.159;196.93;0.01;0.06;50.78;0.17;14.35;69.57;0.58;1;09/01/2021;8;2021;Barcelona
41.3888;2.159;188.59;0.01;0.04;49.35;0.16;16.37;75.7;0.46;1;09/01/2021;9;2021;Barcelona
41.3888;2.159;185.25;0.01;0.03;46.49;0.15;17.44;77.69;0.44;1;09/01/2021;10;2021;Barcelona
41.3888;2.159;183.58;0.01;0.03;50.07;0.16;16.6;68.16;0.36;1;09/01/2021;11;2021;Barcelona
41.3888;2.159;183.58;0;0.03;53.64;0.18;15.03;58.13;0.27;1;09/01/2021;12;2021;Barcelona
41.3888;2.159;183.58;0;0.02;53.64;0.18;14.49;55.92;0.24;1;09/01/2021;13;2021;Barcelona
41.3888;2.159;181.91;0;0.02;53.64;0.18;14.68;56.16;0.22;1;09/01/2021;14;2021;Barcelona
41.3888;2.159;181.91;0;0.03;52.21;0.18;15.32;58.43;0.22;1;09/01/2021;15;2021;Barcelona
41.3888;2.159;180.24;0;0.04;52.21;0.18;16.18;61.4;0.23;1;09/01/2021;16;2021;Barcelona
41.3888;2.159;180.24;0;0.06;52.21;0.2;17.09;64.32;0.26;1;09/01/2021;17;2021;Barcelona
41.3888;2.159;178.58;0;0.08;50.07;0.2;17.96;66.2;0.34;1;09/01/2021;18;2021;Barcelona
41.3888;2.159;176.91;0;0.09;47.21;0.21;18.86;69.94;0.41;1;09/01/2021;19;2021;Barcelona
41.3888;2.159;176.91;0;0.11;45.78;0.21;20.35;76.54;0.46;1;09/01/2021;20;2021;Barcelona
41.3888;2.159;175.24;0;0.12;45.06;0.22;22.18;86.3;0.49;1;09/01/2021;21;2021;Barcelona
41.3888;2.159;175.24;0;0.13;44.35;0.22;24.3;95.91;0.52;1;09/01/2021;22;2021;Barcelona
41.3888;2.159;175.24;0;0.13;44.35;0.23;25.96;100.36;0.52;1;09/01/2021;23;2021;Barcelona
41.3888;2.159;176.91;0;0.13;42.2;0.21;25.81;95.54;0.55;1;10/01/2021;0;2021;Barcelona
41.3888;2.159;175.24;0;0.14;33.98;0.18;22.68;76.69;0.63;1;10/01/2021;1;2021;Barcelona
41.3888;2.159;178.58;0;0.12;33.62;0.16;17.86;51.78;0.63;1;10/01/2021;2;2021;Barcelona
41.3888;2.159;183.58;0;0.11;43.63;0.16;15.56;45.14;0.59;1;10/01/2021;3;2021;Barcelona
41.3888;2.159;188.59;0;0.12;50.07;0.17;15.14;46.47;0.63;1;10/01/2021;4;2021;Barcelona
41.3888;2.159;195.27;0;0.13;50.07;0.17;16.04;53.33;0.67;1;10/01/2021;5;2021;Barcelona
41.3888;2.159;198.6;0;0.1;46.49;0.17;18.51;67.44;0.64;1;10/01/2021;6;2021;Barcelona
41.3888;2.159;191.93;0;0.06;45.78;0.16;22.41;91.97;0.52;1;10/01/2021;7;2021;Barcelona
41.3888;2.159;183.58;0;0.05;55.08;0.18;28.03;129.68;0.31;1;10/01/2021;8;2021;Barcelona
41.3888;2.159;180.24;0.01;0.04;58.65;0.18;29.81;137.79;0.23;1;10/01/2021;9;2021;Barcelona
41.3888;2.159;180.24;0.01;0.03;57.22;0.18;29.52;131.89;0.23;1;10/01/2021;10;2021;Barcelona
41.3888;2.159;181.91;0;0.03;59.37;0.19;25;103.31;0.18;1;10/01/2021;11;2021;Barcelona
41.3888;2.159;183.58;0.01;0.03;60.8;0.2;21.43;82.55;0.16;1;10/01/2021;12;2021;Barcelona
41.3888;2.159;183.58;0.01;0.03;60.08;0.21;20.66;77.6;0.15;1;10/01/2021;13;2021;Barcelona
41.3888;2.159;183.58;0;0.03;59.37;0.21;20.64;76.53;0.15;1;10/01/2021;14;2021;Barcelona
41.3888;2.159;183.58;0;0.04;57.22;0.21;20.92;76.72;0.17;1;10/01/2021;15;2021;Barcelona
41.3888;2.159;183.58;0;0.05;57.22;0.21;21.29;77.84;0.2;1;10/01/2021;16;2021;Barcelona
41.3888;2.159;183.58;0;0.07;55.79;0.22;21.89;78.7;0.26;1;10/01/2021;17;2021;Barcelona
41.3888;2.159;185.25;0;0.1;51.5;0.23;22.77;79.9;0.36;1;10/01/2021;18;2021;Barcelona
