lon;lat;CO;NO;NO2;O3;SO2;PM2_5;PM10;NH3;aqi;date;hour;year;city
41.3888;2.159;198.6;0;0.04;47.21;0.1;1.77;3.38;0.11;1;27/07/2021;13;2021;Barcelona
41.3888;2.159;196.93;0;0.04;47.92;0.1;1.75;3.29;0.1;1;27/07/2021;14;2021;Barcelona
41.3888;2.159;195.27;0;0.03;47.92;0.11;1.77;3.05;0.11;1;27/07/2021;15;2021;Barcelona
41.3888;2.159;195.27;0;0.03;47.92;0.11;1.61;2.37;0.12;1;27/07/2021;16;2021;Barcelona
41.3888;2.159;193.6;0;0.03;47.92;0.12;1.43;1.87;0.12;1;27/07/2021;17;2021;Barcelona
41.3888;2.159;195.27;0;0.03;47.21;0.13;1.37;1.72;0.13;1;27/07/2021;18;2021;Barcelona
41.3888;2.159;196.93;0;0.03;45.42;0.14;1.29;1.63;0.14;1;27/07/2021;19;2021;Barcelona
41.3888;2.159;198.6;0;0.04;45.06;0.14;1.3;1.7;0.15;1;27/07/2021;20;2021;Barcelona
41.3888;2.159;200.27;0;0.05;45.78;0.17;1.62;2.16;0.17;1;27/07/2021;21;2021;Barcelona
41.3888;2.159;200.27;0;0.06;47.92;0.2;2.15;2.95;0.18;1;27/07/2021;22;2021;Barcelona
41.3888;2.159;198.6;0;0.07;49.35;0.22;2.86;4.04;0.18;1;27/07/2021;23;2021;Barcelona
41.3888;2.159;200.27;0;0.07;49.35;0.22;3.53;5.29;0.17;1;28/07/2021;0;2021;Barcelona
41.3888;2.159;200.27;0;0.07;48.64;0.19;3.65;5.76;0.16;1;28/07/2021;1;2021;Barcelona
41.3888;2.159;200.27;0;0.07;47.92;0.17;3.58;5.84;0.16;1;28/07/2021;2;2021;Barcelona
41.3888;2.159;200.27;0;0.07;46.49;0.17;3.76;6.08;0.16;1;28/07/2021;3;2021;Barcelona
41.3888;2.159;201.94;0;0.07;45.42;0.18;4.28;6.61;0.15;1;28/07/2021;4;2021;Barcelona
41.3888;2.159;201.94;0;0.07;44.7;0.19;4.89;7.52;0.14;1;28/07/2021;5;2021;Barcelona
41.3888;2.159;203.61;0;0.07;43.99;0.2;5.29;7.99;0.13;1;28/07/2021;6;2021;Barcelona
41.3888;2.159;203.61;0;0.07;42.56;0.19;5.34;7.61;0.13;1;28/07/2021;7;2021;Barcelona
41.3888;2.159;203.61;0;0.06;41.49;0.19;5.12;6.55;0.14;1;28/07/2021;8;2021;Barcelona
41.3888;2.159;203.61;0;0.05;40.77;0.19;5.07;6.02;0.13;1;28/07/2021;9;2021;Barcelona
41.3888;2.159;201.94;0;0.04;40.77;0.19;5.07;5.77;0.13;1;28/07/2021;10;2021;Barcelona
41.3888;2.159;201.94;0;0.03;40.77;0.19;5.01;5.63;0.12;1;28/07/2021;11;2021;Barcelona
41.3888;2.159;201.94;0;0.03;42.2;0.18;4.74;5.63;0.11;1;28/07/2021;12;2021;Barcelona
41.3888;2.159;200.27;0;0.03;42.2;0.18;4.94;7.01;0.09;1;28/07/2021;13;2021;Barcelona
41.3888;2.159;200.27;0;0.03;40.05;0.18;5.14;8.74;0.09;1;28/07/2021;14;2021;Barcelona
41.3888;2.159;200.27;0;0.03;40.05;0.16;4.6;8.84;0.09;1;28/07/2021;15;2021;Barcelona
41.3888;2.159;200.27;0;0.03;40.41;0.16;4.22;8.45;0.1;1;28/07/2021;16;2021;Barcelona
41.3888;2.159;200.27;0;0.04;40.41;0.16;3.86;7.32;0.12;1;28/07/2021;17;2021;Barcelona
41.3888;2.159;201.94;0;0.04;41.13;0.15;3.32;5.85;0.14;1;28/07/2021;18;2021;Barcelona
41.3888;2.159;201.94;0;0.05;41.84;0.14;2.93;4.9;0.18;1;28/07/2021;19;2021;Barcelona
41.3888;2.159;203.61;0;0.05;41.49;0.14;2.84;4.61;0.21;1;28/07/2021;20;2021;Barcelona
41.3888;2.159;205.28;0;0.06;40.77;0.14;2.81;4.48;0.24;1;28/07/2021;21;2021;Barcelona
41.3888;2.159;206.95;0;0.06;41.13;0.13;2.55;4.21;0.27;1;28/07/2021;22;2021;Barcelona
41.3888;2.159;206.95;0;0.07;40.41;0.13;2.45;4.27;0.29;1;28/07/2021;23;2021;Barcelona
41.3888;2.159;205.28;0;0.08;39.7;0.12;2.47;4.26;0.28;1;29/07/2021;0;2021;Barcelona
41.3888;2.159;205.28;0;0.08;39.34;0.11;2.34;3.9;0.27;1;29/07/2021;1;2021;Barcelona
41.3888;2.159;205.28;0;0.08;39.34;0.09;2.22;3.62;0.27;1;29/07/2021;2;2021;Barcelona
41.3888;2.159;205.28;0;0.09;38.98;0.09;2.4;3.77;0.27;1;29/07/2021;3;2021;Barcelona
41.3888;2.159;205.28;0;0.1;37.55;0.1;2.89;4.13;0.25;1;29/07/2021;4;2021;Barcelona
41.3888;2.159;205.28;0;0.1;35.76;0.11;3.52;4.56;0.23;1;29/07/2021;5;2021;Barcelona
41.3888;2.159;206.95;0;0.11;33.62;0.12;4.25;5.21;0.22;1;29/07/2021;6;2021;Barcelona
41.3888;2.159;205.28;0;0.1;31.83;0.13;4.98;6.25;0.22;1;29/07/2021;7;2021;Barcelona
41.3888;2.159;205.28;0;0.09;31.47;0.14;5.35;7.11;0.2;1;29/07/2021;8;2021;Barcelona
41.3888;2.159;205.28;0;0.06;35.41;0.11;4.34;6.13;0.14;1;29/07/2021;9;2021;Barcelona
41.3888;2.159;203.61;0;0.04;36.48;0.09;3.47;4.98;0.12;1;29/07/2021;10;2021;Barcelona
41.3888;2.159;201.94;0;0.03;36.12;0.08;3.22;4.65;0.11;1;29/07/2021;11;2021;Barcelona
41.3888;2.159;200.27;0;0.03;37.91;0.07;2.83;4;0.1;1;29/07/2021;12;2021;Barcelona
41.3888;2.159;200.27;0;0.03;41.13;0.06;2.29;3.16;0.09;1;29/07/2021;13;2021;Barcelona
41.3888;2.159;200.27;0;0.03;41.84;0.06;2.03;2.71;0.09;1;29/07/2021;14;2021;Barcelona
41.3888;2.159;198.6;0;0.03;39.7;0.06;1.95;2.49;0.1;1;29/07/2021;15;2021;Barcelona
41.3888;2.159;200.27;0;0.03;35.41;0.08;2.15;2.65;0.11;1;29/07/2021;16;2021;Barcelona
41.3888;2.159;201.94;0;0.03;31.11;0.1;2.71;3.22;0.13;1;29/07/2021;17;2021;Barcelona
41.3888;2.159;203.61;0;0.03;28.61;0.13;3.29;3.81;0.15;1;29/07/2021;18;2021;Barcelona
41.3888;2.159;203.61;0;0.04;28.97;0.14;3.15;3.55;0.17;1;29/07/2021;19;2021;Barcelona
41.3888;2.159;201.94;0;0.04;32.19;0.12;2.37;2.67;0.19;1;29/07/2021;20;2021;Barcelona
41.3888;2.159;200.27;0;0.05;34.33;0.11;2;2.42;0.21;1;29/07/2021;21;2021;Barcelona
41.3888;2.159;200.27;0;0.06;34.69;0.12;2.22;2.82;0.23;1;29/07/2021;22;2021;Barcelona
41.3888;2.159;201.94;0;0.06;34.33;0.11;2.45;3.13;0.23;1;29/07/2021;23;2021;Barcelona
41.3888;2.159;201.94;0;0.07;33.62;0.1;2.39;3.07;0.23;1;30/07/2021;0;2021;Barcelona
41.3888;2.159;201.94;0;0.07;33.62;0.09;2.38;3.17;0.24;1;30/07/2021;1;2021;Barcelona
41.3888;2.159;201.94;0;0.08;32.9;0.09;2.5;3.52;0.24;1;30/07/2021;2;2021;Barcelona
41.3888;2.159;201.94;0;0.09;32.54;0.09;2.76;4.13;0.23;1;30/07/2021;3;2021;Barcelona
41.3888;2.159;201.94;0;0.09;31.83;0.1;3.16;4.94;0.21;1;30/07/2021;4;2021;Barcelona
41.3888;2.159;203.61;0;0.1;31.11;0.11;3.71;6;0.19;1;30/07/2021;5;2021;Barcelona
41.3888;2.159;203.61;0;0.1;30.4;0.12;4.17;7.06;0.17;1;30/07/2021;6;2021;Barcelona
41.3888;2.159;201.94;0;0.1;29.68;0.13;4.45;7.85;0.16;1;30/07/2021;7;2021;Barcelona
41.3888;2.159;200.27;0;0.08;29.68;0.13;4.51;8.12;0.14;1;30/07/2021;8;2021;Barcelona
41.3888;2.159;200.27;0;0.06;31.11;0.12;3.89;6.97;0.11;1;30/07/2021;9;2021;Barcelona
41.3888;2.159;200.27;0;0.04;32.54;0.1;2.98;5.2;0.1;1;30/07/2021;10;2021;Barcelona
41.3888;2.159;200.27;0;0.03;32.54;0.09;2.67;4.45;0.09;1;30/07/2021;11;2021;Barcelona
41.3888;2.159;200.27;0;0.03;33.98;0.08;2.28;3.65;0.09;1;30/07/2021;12;2021;Barcelona
41.3888;2.159;203.61;0;0.04;36.84;0.07;2.02;3.21;0.09;1;30/07/2021;13;2021;Barcelona
41.3888;2.159;206.95;0;0.05;39.7;0.07;1.94;3.08;0.11;1;30/07/2021;14;2021;Barcelona
41.3888;2.159;208.62;0;0.06;42.2;0.07;1.82;2.91;0.13;1;30/07/2021;15;2021;Barcelona
41.3888;2.159;206.95;0;0.08;43.63;0.08;1.74;2.79;0.14;1;30/07/2021;16;2021;Barcelona
41.3888;2.159;205.28;0;0.09;44.7;0.08;1.55;2.48;0.15;1;30/07/2021;17;2021;Barcelona
41.3888;2.159;203.61;0;0.08;45.78;0.1;1.52;2.39;0.15;1;30/07/2021;18;2021;Barcelona
41.3888;2.159;201.94;0;0.07;46.49;0.11;1.67;2.89;0.16;1;30/07/2021;19;2021;Barcelona
41.3888;2.159;200.27;0;0.07;47.21;0.11;1.64;3.45;0.18;1;30/07/2021;20;2021;Barcelona
41.3888;2.159;203.61;0;0.07;46.49;0.11;1.55;3.93;0.22;1;30/07/2021;21;2021;Barcelona
41.3888;2.159;205.28;0;0.09;44.35;0.13;1.85;5.35;0.28;1;30/07/2021;22;2021;Barcelona
41.3888;2.159;208.62;0;0.09;42.2;0.15;2.36;6.98;0.32;1;30/07/2021;23;2021;Barcelona
41.3888;2.159;210.29;0;0.09;40.77;0.16;2.75;7.81;0.34;1;31/07/2021;0;2021;Barcelona
41.3888;2.159;211.95;0;0.1;39.34;0.15;2.97;7.92;0.35;1;31/07/2021;1;2021;Barcelona
41.3888;2.159;213.62;0;0.1;37.91;0.14;3.16;7.76;0.36;1;31/07/2021;2;2021;Barcelona
41.3888;2.159;216.96;0;0.11;36.48;0.14;3.46;7.9;0.37;1;31/07/2021;3;2021;Barcelona
41.3888;2.159;220.3;0;0.11;36.12;0.14;3.9;8.6;0.37;1;31/07/2021;4;2021;Barcelona
41.3888;2.159;220.3;0;0.11;36.84;0.14;4.52;10.34;0.35;1;31/07/2021;5;2021;Barcelona
41.3888;2.159;216.96;0;0.11;38.27;0.16;5.14;13.23;0.32;1;31/07/2021;6;2021;Barcelona
41.3888;2.159;213.62;0.01;0.08;39.7;0.15;5.29;15.45;0.3;1;31/07/2021;7;2021;Barcelona
41.3888;2.159;211.95;0.01;0.06;41.13;0.13;4.77;14.74;0.27;1;31/07/2021;8;2021;Barcelona
41.3888;2.159;211.95;0.01;0.04;43.99;0.1;3.49;10.57;0.19;1;31/07/2021;9;2021;Barcelona
41.3888;2.159;208.62;0;0.03;43.99;0.08;2.61;7.47;0.14;1;31/07/2021;10;2021;Barcelona
41.3888;2.159;203.61;0;0.02;42.56;0.07;2.26;5.84;0.12;1;31/07/2021;11;2021;Barcelona
41.3888;2.159;200.27;0;0.02;44.7;0.06;1.81;4.15;0.1;1;31/07/2021;12;2021;Barcelona
41.3888;2.159;198.6;0;0.02;47.21;0.05;1.51;2.94;0.08;1;31/07/2021;13;2021;Barcelona
41.3888;2.159;198.6;0;0.02;48.64;0.05;1.48;2.32;0.07;1;31/07/2021;14;2021;Barcelona
41.3888;2.159;196.93;0;0.03;48.64;0.05;1.48;1.95;0.08;1;31/07/2021;15;2021;Barcelona
41.3888;2.159;196.93;0;0.03;48.64;0.05;1.54;1.83;0.09;1;31/07/2021;16;2021;Barcelona
41.3888;2.159;195.27;0;0.04;49.35;0.06;1.56;1.79;0.1;1;31/07/2021;17;2021;Barcelona
41.3888;2.159;193.6;0;0.05;50.78;0.07;1.61;1.85;0.13;1;31/07/2021;18;2021;Barcelona
41.3888;2.159;193.6;0;0.06;51.5;0.1;1.83;2.16;0.16;1;31/07/2021;19;2021;Barcelona
41.3888;2.159;195.27;0;0.07;54.36;0.12;1.9;2.42;0.19;1;31/07/2021;20;2021;Barcelona
41.3888;2.159;193.6;0;0.08;59.37;0.12;1.51;2.41;0.23;1;31/07/2021;21;2021;Barcelona
41.3888;2.159;191.93;0;0.09;59.37;0.1;1.28;3.25;0.27;1;31/07/2021;22;2021;Barcelona
41.3888;2.159;193.6;0;0.09;55.79;0.1;1.47;4.47;0.28;1;31/07/2021;23;2021;Barcelona
41.3888;2.159;196.93;0;0.08;52.93;0.11;1.63;4.45;0.26;1;01/08/2021;0;2021;Barcelona
41.3888;2.159;198.6;0;0.07;45.06;0.1;1.73;3.59;0.22;1;01/08/2021;1;2021;Barcelona
41.3888;2.159;200.27;0;0.06;37.55;0.09;1.68;2.69;0.19;1;01/08/2021;2;2021;Barcelona
41.3888;2.159;198.6;0;0.05;36.48;0.09;1.68;2.29;0.16;1;01/08/2021;3;2021;Barcelona
41.3888;2.159;198.6;0;0.06;36.12;0.09;1.73;2.16;0.15;1;01/08/2021;4;2021;Barcelona
41.3888;2.159;198.6;0;0.06;34.33;0.09;1.78;2.09;0.14;1;01/08/2021;5;2021;Barcelona
41.3888;2.159;198.6;0;0.06;32.9;0.08;1.78;2.02;0.14;1;01/08/2021;6;2021;Barcelona
41.3888;2.159;198.6;0;0.06;32.54;0.08;1.73;1.92;0.14;1;01/08/2021;7;2021;Barcelona
41.3888;2.159;198.6;0;0.05;32.54;0.08;1.72;1.92;0.14;1;01/08/2021;8;2021;Barcelona
41.3888;2.159;198.6;0;0.04;34.69;0.08;1.54;1.72;0.11;1;01/08/2021;9;2021;Barcelona
41.3888;2.159;196.93;0;0.03;36.84;0.09;1.32;1.46;0.09;1;01/08/2021;10;2021;Barcelona
41.3888;2.159;196.93;0;0.02;36.84;0.09;1.15;1.25;0.07;1;01/08/2021;11;2021;Barcelona
41.3888;2.159;196.93;0;0.02;39.34;0.08;0.82;0.88;0.06;1;01/08/2021;12;2021;Barcelona
41.3888;2.159;196.93;0;0.02;40.41;0.08;0.62;0.66;0.06;1;01/08/2021;13;2021;Barcelona
41.3888;2.159;196.93;0;0.02;38.98;0.08;0.53;0.56;0.06;1;01/08/2021;14;2021;Barcelona
41.3888;2.159;196.93;0;0.02;37.55;0.08;0.59;0.62;0.06;1;01/08/2021;15;2021;Barcelona
41.3888;2.159;196.93;0;0.02;36.48;0.09;0.97;1.01;0.07;1;01/08/2021;16;2021;Barcelona
41.3888;2.159;196.93;0;0.02;36.12;0.11;1.37;1.45;0.08;1;01/08/2021;17;2021;Barcelona
41.3888;2.159;195.27;0;0.02;36.48;0.13;1.68;1.87;0.09;1;01/08/2021;18;2021;Barcelona
41.3888;2.159;191.93;0;0.02;38.62;0.16;1.83;2.31;0.11;1;01/08/2021;19;2021;Barcelona
41.3888;2.159;190.26;0;0.03;40.77;0.16;2.06;3.01;0.12;1;01/08/2021;20;2021;Barcelona
41.3888;2.159;190.26;0;0.04;40.41;0.17;3.02;4.28;0.13;1;01/08/2021;21;2021;Barcelona
41.3888;2.159;191.93;0;0.05;40.41;0.18;4.25;5.68;0.14;1;01/08/2021;22;2021;Barcelona
41.3888;2.159;191.93;0;0.06;41.84;0.17;4.93;6.52;0.14;1;01/08/2021;23;2021;Barcelona
41.3888;2.159;191.93;0;0.07;44.7;0.16;4.83;6.38;0.14;1;02/08/2021;0;2021;Barcelona
41.3888;2.159;190.26;0;0.07;48.64;0.14;4.53;6.04;0.13;1;02/08/2021;1;2021;Barcelona
41.3888;2.159;190.26;0;0.07;51.5;0.13;4.35;5.84;0.12;1;02/08/2021;2;2021;Barcelona
41.3888;2.159;190.26;0;0.07;52.21;0.13;4.42;6.13;0.12;1;02/08/2021;3;2021;Barcelona
41.3888;2.159;190.26;0;0.07;51.5;0.13;4.73;7.17;0.12;1;02/08/2021;4;2021;Barcelona
41.3888;2.159;191.93;0;0.06;49.35;0.14;5.18;8.8;0.12;1;02/08/2021;5;2021;Barcelona
41.3888;2.159;191.93;0;0.06;46.49;0.15;5.45;9.91;0.12;1;02/08/2021;6;2021;Barcelona
41.3888;2.159;193.6;0;0.06;42.2;0.15;5.41;9.47;0.13;1;02/08/2021;7;2021;Barcelona
41.3888;2.159;195.27;0;0.05;38.98;0.13;4.88;7.72;0.12;1;02/08/2021;8;2021;Barcelona
41.3888;2.159;196.93;0;0.04;37.91;0.1;3.81;5.45;0.11;1;02/08/2021;9;2021;Barcelona
41.3888;2.159;198.6;0;0.04;37.55;0.08;3.19;4.39;0.1;1;02/08/2021;10;2021;Barcelona
41.3888;2.159;198.6;0;0.03;36.12;0.08;3.03;4.15;0.09;1;02/08/2021;11;2021;Barcelona
41.3888;2.159;200.27;0;0.03;35.41;0.07;2.64;3.43;0.07;1;02/08/2021;12;2021;Barcelona
41.3888;2.159;198.6;0;0.02;35.05;0.06;2;2.4;0.06;1;02/08/2021;13;2021;Barcelona
41.3888;2.159;196.93;0;0.02;34.33;0.06;1.56;1.81;0.06;1;02/08/2021;14;2021;Barcelona
41.3888;2.159;196.93;0;0.02;33.26;0.07;1.2;1.37;0.06;1;02/08/2021;15;2021;Barcelona
41.3888;2.159;195.27;0;0.02;32.54;0.08;0.91;1.03;0.08;1;02/08/2021;16;2021;Barcelona
41.3888;2.159;195.27;0;0.02;32.54;0.09;0.78;0.89;0.1;1;02/08/2021;17;2021;Barcelona
41.3888;2.159;193.6;0;0.03;32.54;0.09;1.13;1.28;0.13;1;02/08/2021;18;2021;Barcelona
41.3888;2.159;193.6;0;0.04;32.19;0.09;1.62;1.82;0.15;1;02/08/2021;19;2021;Barcelona
41.3888;2.159;193.6;0;0.04;32.19;0.1;1.72;1.97;0.17;1;02/08/2021;20;2021;Barcelona
41.3888;2.159;193.6;0;0.05;32.54;0.1;1.58;1.95;0.2;1;02/08/2021;21;2021;Barcelona
41.3888;2.159;195.27;0;0.06;32.9;0.1;1.58;2.26;0.24;1;02/08/2021;22;2021;Barcelona
41.3888;2.159;193.6;0;0.07;33.26;0.1;1.88;3.28;0.28;1;02/08/2021;23;2021;Barcelona
41.3888;2.159;193.6;0;0.08;33.62;0.11;2.47;5.09;0.31;1;03/08/2021;0;2021;Barcelona
41.3888;2.159;195.27;0;0.09;33.98;0.11;2.93;6.84;0.31;1;03/08/2021;1;2021;Barcelona
41.3888;2.159;195.27;0;0.09;33.98;0.11;3.2;8.08;0.31;1;03/08/2021;2;2021;Barcelona
41.3888;2.159;196.93;0;0.09;33.26;0.1;3.47;9;0.31;1;03/08/2021;3;2021;Barcelona
41.3888;2.159;196.93;0;0.1;32.54;0.1;3.71;9.65;0.31;1;03/08/2021;4;2021;Barcelona
41.3888;2.159;196.93;0;0.1;31.83;0.09;3.97;10.27;0.3;1;03/08/2021;5;2021;Barcelona
41.3888;2.159;196.93;0;0.1;31.47;0.09;4.3;11.03;0.29;1;03/08/2021;6;2021;Barcelona
41.3888;2.159;196.93;0;0.1;31.11;0.1;4.71;11.88;0.27;1;03/08/2021;7;2021;Barcelona
41.3888;2.159;195.27;0;0.08;31.47;0.1;5.07;12.52;0.23;1;03/08/2021;8;2021;Barcelona
41.3888;2.159;193.6;0;0.06;33.62;0.09;4.79;11.14;0.15;1;03/08/2021;9;2021;Barcelona
41.3888;2.159;193.6;0;0.04;34.33;0.08;4.19;9.2;0.12;1;03/08/2021;10;2021;Barcelona
41.3888;2.159;191.93;0;0.03;34.33;0.08;3.93;8.09;0.1;1;03/08/2021;11;2021;Barcelona
41.3888;2.159;191.93;0;0.02;34.69;0.07;3.41;6.61;0.09;1;03/08/2021;12;2021;Barcelona
41.3888;2.159;190.26;0;0.02;36.12;0.06;2.9;5.48;0.09;1;03/08/2021;13;2021;Barcelona
41.3888;2.159;188.59;0;0.02;37.19;0.06;2.62;5;0.09;1;03/08/2021;14;2021;Barcelona
41.3888;2.159;186.92;0;0.02;38.62;0.05;2.16;4.44;0.09;1;03/08/2021;15;2021;Barcelona
41.3888;2.159;186.92;0;0.02;40.05;0.05;1.84;4.26;0.1;1;03/08/2021;16;2021;Barcelona
41.3888;2.159;188.59;0;0.02;40.41;0.05;1.85;4.89;0.13;1;03/08/2021;17;2021;Barcelona
41.3888;2.159;190.26;0;0.03;40.05;0.07;1.92;5.47;0.16;1;03/08/2021;18;2021;Barcelona
41.3888;2.159;190.26;0;0.04;37.55;0.08;2;5.74;0.22;1;03/08/2021;19;2021;Barcelona
41.3888;2.159;191.93;0;0.05;36.12;0.09;1.86;5.57;0.27;1;03/08/2021;20;2021;Barcelona
41.3888;2.159;188.59;0;0.06;37.55;0.08;1.59;5.13;0.29;1;03/08/2021;21;2021;Barcelona
41.3888;2.159;186.92;0;0.07;38.27;0.08;1.65;5.44;0.31;1;03/08/2021;22;2021;Barcelona
41.3888;2.159;188.59;0;0.07;38.62;0.08;1.74;5.94;0.31;1;03/08/2021;23;2021;Barcelona
41.3888;2.159;190.26;0;0.08;39.34;0.08;1.74;6.05;0.31;1;04/08/2021;0;2021;Barcelona
41.3888;2.159;191.93;0;0.08;39.34;0.08;1.76;6.09;0.33;1;04/08/2021;1;2021;Barcelona
41.3888;2.159;191.93;0;0.09;38.62;0.07;1.79;6.2;0.34;1;04/08/2021;2;2021;Barcelona
41.3888;2.159;193.6;0;0.09;37.91;0.07;1.82;6.3;0.33;1;04/08/2021;3;2021;Barcelona
41.3888;2.159;193.6;0;0.09;36.84;0.07;1.88;6.41;0.3;1;04/08/2021;4;2021;Barcelona
41.3888;2.159;193.6;0;0.09;36.48;0.06;1.94;6.63;0.27;1;04/08/2021;5;2021;Barcelona
41.3888;2.159;193.6;0;0.09;36.12;0.06;2.02;6.88;0.27;1;04/08/2021;6;2021;Barcelona
41.3888;2.159;191.93;0;0.08;35.76;0.06;2.13;7.29;0.27;1;04/08/2021;7;2021;Barcelona
41.3888;2.159;191.93;0;0.06;35.76;0.07;2.32;7.9;0.25;1;04/08/2021;8;2021;Barcelona
41.3888;2.159;191.93;0;0.04;37.55;0.07;2.23;6.94;0.17;1;04/08/2021;9;2021;Barcelona
41.3888;2.159;190.26;0;0.03;38.98;0.06;2.03;5.77;0.12;1;04/08/2021;10;2021;Barcelona
41.3888;2.159;186.92;0;0.02;40.05;0.06;1.95;5.15;0.1;1;04/08/2021;11;2021;Barcelona
41.3888;2.159;185.25;0;0.02;42.56;0.05;1.63;3.98;0.09;1;04/08/2021;12;2021;Barcelona
41.3888;2.159;183.58;0;0.02;43.63;0.05;1.43;3.26;0.08;1;04/08/2021;13;2021;Barcelona
41.3888;2.159;181.91;0;0.02;42.92;0.05;1.45;3.19;0.09;1;04/08/2021;14;2021;Barcelona
41.3888;2.159;180.24;0;0.02;42.92;0.05;1.39;3.11;0.09;1;04/08/2021;15;2021;Barcelona
41.3888;2.159;180.24;0;0.02;42.56;0.05;1.25;3.09;0.11;1;04/08/2021;16;2021;Barcelona
41.3888;2.159;183.58;0;0.03;41.84;0.06;1.05;2.79;0.13;1;04/08/2021;17;2021;Barcelona
41.3888;2.159;185.25;0;0.04;40.05;0.07;0.9;2.06;0.17;1;04/08/2021;18;2021;Barcelona
41.3888;2.159;188.59;0;0.04;37.55;0.09;0.88;1.62;0.2;1;04/08/2021;19;2021;Barcelona
41.3888;2.159;190.26;0;0.05;36.12;0.08;0.82;1.77;0.22;1;04/08/2021;20;2021;Barcelona
41.3888;2.159;191.93;0;0.06;35.05;0.09;1.25;3.04;0.22;1;04/08/2021;21;2021;Barcelona
41.3888;2.159;193.6;0;0.06;33.62;0.11;2.62;5.27;0.22;1;04/08/2021;22;2021;Barcelona
41.3888;2.159;195.27;0;0.07;33.26;0.12;3.69;6.64;0.21;1;04/08/2021;23;2021;Barcelona
41.3888;2.159;196.93;0;0.07;33.62;0.12;4;7.09;0.22;1;05/08/2021;0;2021;Barcelona
41.3888;2.159;196.93;0;0.08;33.98;0.11;3.81;6.92;0.23;1;05/08/2021;1;2021;Barcelona
41.3888;2.159;195.27;0;0.08;34.33;0.1;3.51;6.53;0.23;1;05/08/2021;2;2021;Barcelona
41.3888;2.159;195.27;0;0.08;34.33;0.09;3.28;6.23;0.23;1;05/08/2021;3;2021;Barcelona
41.3888;2.159;193.6;0;0.09;33.62;0.09;3.16;6.19;0.23;1;05/08/2021;4;2021;Barcelona
41.3888;2.159;193.6;0;0.1;33.26;0.08;3.11;6.44;0.22;1;05/08/2021;5;2021;Barcelona
41.3888;2.159;191.93;0;0.1;33.26;0.07;3.09;7.02;0.23;1;05/08/2021;6;2021;Barcelona
41.3888;2.159;190.26;0.01;0.08;33.62;0.07;2.96;7.62;0.23;1;05/08/2021;7;2021;Barcelona
41.3888;2.159;190.26;0.01;0.05;34.69;0.06;2.81;7.92;0.21;1;05/08/2021;8;2021;Barcelona
41.3888;2.159;188.59;0;0.03;37.91;0.05;2.11;6.09;0.14;1;05/08/2021;9;2021;Barcelona
41.3888;2.159;188.59;0;0.02;37.91;0.05;1.88;5.36;0.11;1;05/08/2021;10;2021;Barcelona
41.3888;2.159;188.59;0;0.01;36.84;0.05;2.07;5.93;0.11;1;05/08/2021;11;2021;Barcelona
41.3888;2.159;185.25;0;0.01;37.91;0.05;1.98;5.74;0.1;1;05/08/2021;12;2021;Barcelona
41.3888;2.159;181.91;0;0.01;40.77;0.04;1.7;4.99;0.09;1;05/08/2021;13;2021;Barcelona
41.3888;2.159;180.24;0;0.01;42.92;0.04;1.53;4.43;0.09;1;05/08/2021;14;2021;Barcelona
41.3888;2.159;178.58;0;0.02;44.7;0.04;1.41;3.89;0.09;1;05/08/2021;15;2021;Barcelona
41.3888;2.159;180.24;0;0.02;45.42;0.04;1.39;3.61;0.1;1;05/08/2021;16;2021;Barcelona
41.3888;2.159;180.24;0;0.03;45.42;0.05;1.45;3.37;0.12;1;05/08/2021;17;2021;Barcelona
41.3888;2.159;181.91;0;0.04;44.35;0.06;1.62;3.24;0.16;1;05/08/2021;18;2021;Barcelona
41.3888;2.159;181.91;0;0.05;41.84;0.07;1.81;3.39;0.21;1;05/08/2021;19;2021;Barcelona
41.3888;2.159;183.58;0;0.05;40.05;0.08;1.86;3.62;0.25;1;05/08/2021;20;2021;Barcelona
41.3888;2.159;186.92;0;0.06;40.05;0.09;1.63;3.58;0.3;1;05/08/2021;21;2021;Barcelona
41.3888;2.159;188.59;0;0.06;37.19;0.09;1.59;3.17;0.31;1;05/08/2021;22;2021;Barcelona
41.3888;2.159;190.26;0;0.07;34.69;0.09;2.08;3.41;0.29;1;05/08/2021;23;2021;Barcelona
41.3888;2.159;191.93;0;0.07;36.12;0.08;2.42;4;0.27;1;06/08/2021;0;2021;Barcelona
41.3888;2.159;191.93;0;0.08;36.84;0.08;2.7;4.85;0.26;1;06/08/2021;1;2021;Barcelona
41.3888;2.159;193.6;0;0.09;36.48;0.08;3.16;6.13;0.26;1;06/08/2021;2;2021;Barcelona
41.3888;2.159;195.27;0;0.09;35.76;0.08;3.66;7.57;0.24;1;06/08/2021;3;2021;Barcelona
41.3888;2.159;195.27;0;0.1;35.05;0.09;4.2;8.88;0.21;1;06/08/2021;4;2021;Barcelona
41.3888;2.159;195.27;0;0.1;34.33;0.09;4.94;10.34;0.18;1;06/08/2021;5;2021;Barcelona
41.3888;2.159;195.27;0;0.11;33.62;0.1;5.93;11.93;0.15;1;06/08/2021;6;2021;Barcelona
41.3888;2.159;193.6;0;0.1;33.26;0.12;7.02;14.07;0.15;1;06/08/2021;7;2021;Barcelona
41.3888;2.159;191.93;0.01;0.08;33.98;0.12;7.38;15.56;0.14;1;06/08/2021;8;2021;Barcelona
