band_id;genre_name
1240;Post-punk
1241;Indie pop
1241;Alternative rock
1242;Indie rock
1242;Indietronica
1242;Traditional folk music
1242;Electronica
1242;Indie pop
1243;Hip hop
1243;Contemporary R&B
1243;Dance-pop
1244;Indie rock
1244;Indietronica
1244;Psychedelic rock
1245;New wave
1245;Synthpop
1246;Hard rock
1246;Punk rock
1246;Psychobilly
1247;Death metal
1248;Indie rock
1248;Indietronica
1248;Math rock
1248;Post-rock
1248;Jazz rock
1248;Alternative rock
1248;Jazz fusion
1248;Instrumental rock
1249;Post-grunge
1250;Teen pop
1250;Pop rock
1250;Pop music
1250;Pop punk
1250;Rock music
1250;Power pop
1251;Gothic metal
1252;Reggaeton
1252;Pop music
1253;Pop rock
1253;Alternative rock
1254;Synthpop
1254;Contemporary R&B
1255;Pop music
1255;Eurodance
1255;Dance-pop
1256;Baroque pop
1257;Indie rock
1257;Indietronica
1257;Indie folk
1258;Progressive house
1258;Vocal trance
1258;trance
1259;New wave
1259;Synthpop
1259;Indie pop
1259;Alternative rock
1260;New wave
1260;Synthpop
1260;Blue-eyed soul
1261;Indie rock
1261;Indietronica
1261;Pop rock
1262;Southern rock
1262;Indie rock
1262;Indietronica
1262;Psychedelic rock
1262;Country rock
1262;Roots rock
1262;Jam band
1262;Alternative country
1264;Punk rock
1264;Rock and roll
1265;Traditional folk music
1266;Indie rock
1266;Indietronica
1266;Art punk
1266;Punk rock
1267;Doo-wop
1267;Soul
1267;Rhythm and blues
1267;Funk
1267;Rock music
1267;Psychedelic soul
1268;Pop rock
1268;Post-grunge
1268;Alternative rock
1269;Indie rock
1269;Indietronica
1269;Britpop
1269;Baggy
1270;Art rock
1270;New wave
1270;Post-rock
1270;Synthpop
1271;Indie rock
1271;Indietronica
1271;Alternative rock
1271;Post-punk revival
1274;Indie pop
1274;Chamber pop
1274;Bossa nova
1275;Alternative rock
1275;Experimental rock
1276;Anarcho-punk
1276;Hardcore punk
1277;Traditional folk music
1278;Thrash metal
1278;Heavy metal
1279;Melodic hardcore
1279;Post-hardcore
1280;Alternative country
1280;Cowpunk
1281;Indie rock
1281;Indietronica
1281;Garage rock
1282;Alternative rock
1283;Pop rock
1284;Hardcore punk
1284;Mathcore
1285;Punk rock
1286;Punk rock
1286;New wave
1286;Pop rock
1287;Melodic death metal
1288;Traditional folk music
1288;World music
1288;Latin music
1289;Pop music
1289;House music
1289;Deep house
1289;Contemporary R&B
1289;UK garage
1290;Pop rock
1290;J-pop
1290;Pop-rap
1290;Dance-pop
1291;Hard rock
1291;Post-grunge
1291;Alternative metal
1292;Hard rock
1292;Rock and roll
1292;Blues rock
1293;Pop rock
1293;Post-grunge
1293;Alternative rock
1293;Dance-pop
1293;Pinoy rock
1294;Indie rock
1294;Indietronica
1294;Alternative rock
1295;Hard rock
1295;Post-grunge
1295;Alternative metal
1295;Heavy metal
1295;Nu metal
1296;Psychedelic rock
1296;Pop rock
1296;Neo-psychedelia
1296;Alternative rock
1297;Southern rock
1297;Country music
1297;Rap rock
1297;Psychedelic rock
1297;Punk rock
1297;Country rock
1297;Rapcore
1297;Hip hop
1297;Alternative rock
1297;Alternative hip hop
1298;Hard rock
1298;Industrial rock
1298;Glam metal
1298;Blues rock
1298;Heavy metal
1299;Hard rock
1300;Thrash metal
1301;Indie rock
1301;Indietronica
1301;Pop rock
1301;Synthpop
1301;Indie pop
1301;Alternative rock
1302;Hard rock
1302;Punk rock
1302;Gothic rock
1302;Alternative rock
1303;Metalcore
1303;Screamo
1303;Post-hardcore
1304;Punk rock
1304;Garage rock
1304;Garage punk
1304;Skate punk
1306;Stoner rock
1306;Sludge metal
1307;Progressive metal
1307;Jazz rock
1307;Jazz fusion
1307;Progressive rock
1308;Hard rock
1308;Glam metal
1309;Electronica
1309;trance
1309;House music
1309;Breakbeat
1309;Acid house
1309;Techno
1310;Hard rock
1310;Psychedelic rock
1310;Acid rock
1310;Blues rock
1310;Heavy metal
1311;Alternative metal
1311;Post-hardcore
1311;Progressive rock
1311;Experimental rock
1312;Post-punk
1312;Experimental rock
1313;Pagan metal
1313;Black metal
1314;Neue Deutsche Härte
1315;Hard rock
1315;Rap metal
1315;Nu metal
1315;Christian rock
1316;Psychedelic rock
1316;Alternative rock
1316;Experimental rock
1317;Folk rock
1318;Electro-industrial
1319;Post-punk
1320;Glam rock
1320;New wave
1320;Post-punk revival
1321;Black metal
1322;Hard rock
1322;Post-grunge
1322;Alternative metal
1322;Heavy metal
1323;Hip hop
1324;Pop music
1324;Rock music
1325;Indie pop
1326;Emo
1326;Post-hardcore
1326;Alternative rock
1327;Hard rock
1327;Rock music
1329;Indie rock
1329;Indietronica
1329;New wave
1329;Heartland rock
1329;Alternative rock
1329;Post-punk revival
1330;Melodic death metal
1330;Metalcore
1331;Groove metal
1332;Pop punk
1332;Synthpop
1332;Christian rock
1333;Sludge metal
1334;Ambient music
1334;Black metal
1335;Progressive rock
1336;Hard rock
1336;Punk rock
1336;Proto-punk
1337;Stoner rock
1337;Doom metal
1337;Heavy metal
1338;Hard rock
1338;Heavy metal
1339;Power metal
1339;Heavy metal
1340;Pop rock
1340;Pop music
1340;Rock music
1341;Symphonic gothic metal
1341;Progressive metal
1341;Christian metal
1341;Symphonic metal
1341;Thrash metal
1341;Symphonic power metal
1342;Indie rock
1342;Indietronica
1342;Contemporary Christian music
1342;Contemporary worship music
1344;Alternative rock
1344;Post-Britpop
1345;Ska punk
1346;Hard rock
1346;Rock music
1347;Southern rock
1347;Country rock
1347;Texas country music
1347;Heartland rock
1347;Alternative rock
1347;Red Dirt music
1348;Traditional pop music
1348;Rock and roll
1350;College rock
1350;Alternative rock
1351;Industrial
1352;Glam rock
1352;Pop rock
1352;Disco
1352;No wave
1352;Progressive rock
1353;West Coast hip hop
1353;Gangsta rap
1353;G-funk
1354;Melodic death metal
1354;Metalcore
1354;Thrash metal
1354;Heavy metal
1355;Psychedelic rock
1355;Garage rock
1355;Power pop
1357;Hard rock
1358;Punk rock
1359;Hip hop
1360;Hip hop
1362;Folk rock
1362;Hard rock
1362;Rock music
1363;Indie rock
1363;Indietronica
1363;Math rock
1363;Progressive rock
1363;Instrumental rock
1365;Industrial rock
1365;Alternative dance
1366;Folk metal
1366;Symphonic black metal
1367;Rock music
1368;Crunkcore
1368;Electropop
1368;Hip hop
1369;Punk rock
1369;New wave
1370;Pop rock
1370;Power pop
1371;Indie pop
1373;Punk rock
1373;Gothic rock
1373;New wave
1373;Post-punk
1374;Punk rock
1374;Pop punk
1374;Alternative rock
1374;Skate punk
1375;Hard rock
1375;Heavy metal
1376;Folk rock
1376;Rock music
1377;Hard rock
1377;Post-grunge
1377;Alternative metal
1377;Heavy metal
1377;Nu metal
1378;Punk rock
1378;Pop punk
1378;Skate punk
1379;Pop rock
1379;Post-grunge
1379;Alternative rock
1380;Thrash metal
1381;Hard rock
1381;Stoner rock
1381;Desert rock
1381;Neo-psychedelia
1381;Heavy metal
1382;Urban/contemporary gospel
1383;Alternative dance
1383;Rave music
1383;Breakbeat hardcore
1383;Electronica
1383;Big beat
1383;Alternative rock
1384;Pop music
1384;Rock music
1385;Rap rock
1385;Rap metal
1385;Alternative metal
1385;Rapcore
1385;Funk metal
1386;Grunge
1386;Post-grunge
1386;Alternative rock
1386;Power pop
1387;Electronic dance muslc
1387;Hip hop
1388;Dubstep
1388;Australian hip hop
1388;Wonky
1389;Industrial rock
1389;Industrial metal
1389;Alternative metal
1389;Alternative rock
1390;New wave
1391;Emo
1391;Punk rock
1391;Pop punk
1391;Alternative rock
1393;Soft rock
1393;Post-Britpop
1394;Alternative rock
1395;Art rock
1395;Post-rock
1395;Post-punk
1395;Progressive rock
1396;Traditional folk music
1396;Progressive rock
1397;Extreme metal
1397;Progressive metal
1397;Industrial metal
1398;Hip hop
1399;Contemporary Christian music
1399;Contemporary worship music
1400;Sludge metal
1401;Alternative dance
1401;New wave
1403;Alternative dance
1403;Synthpop
1403;House music
1403;Indie pop
1403;Alternative rock
1404;Noise rock
1404;Garage rock
1404;Punk blues
1404;Alternative rock
1404;Experimental rock
1405;Folk rock
1405;Psychedelic pop
1405;Sunshine pop
1408;Ambient music
1408;Folk metal
1408;Death metal
1408;Gothic metal
1408;Neue Deutsche Härte
1409;Math rock
1409;Alternative metal
1409;Alternative rock
1409;Progressive rock
1410;Hard rock
1410;Jazz rock
1410;Jazz fusion
1410;Progressive rock
1410;Instrumental rock
1411;Progressive rock
1412;Dance-punk
1412;Post-hardcore
1412;Alternative rock
1413;Breakbeat
1414;Death metal
1414;Thrash metal
1415;Pop music
1416;Pop music
1416;Hip hop
1417;Christian hip hop
1417;Hip hop
1418;Indie rock
1418;Indietronica
1418;Rock music
1419;Indie rock
1419;Indietronica
1419;Experimental rock
1420;Melodic metalcore
1420;Electronicore
1420;Pop rock
1420;Alternative metal
1421;Grunge
1421;Indie rock
1421;Indietronica
1421;Alternative rock
1422;Progressive metal
1422;Technical death metal
1422;Melodic death metal
1423;Indie rock
1423;Indietronica
1424;Synthpop
1425;Indie rock
1425;Indietronica
1425;Indie pop
1427;Country rock
1427;Alternative country
1427;Alternative rock
1428;Pop music
1428;Rock music
1429;Folk rock
1429;Hard rock
1429;New wave
1429;Pop rock
1429;Progressive rock
1430;Industrial
1431;Bhangra
1431;Hip hop
1432;Industrial
1432;Noise music
1432;Synthpop
1433;Alternative rock
1433;Britpop
1435;Emo
1435;Indie rock
1435;Indietronica
1435;Punk rock
1435;Post-hardcore
1435;Alternative rock
1436;Punk rock
1437;Power pop
1438;Alternative rock
1438;Britpop
1439;Reggae
1439;Dub
1440;Indie rock
1440;Indietronica
1440;Electronica
1440;Neo-psychedelia
1440;Synthpop
1440;Indie pop
1442;Glam rock
1442;New wave
1442;Power pop
1443;Country music
1444;Groove metal
1444;Hardcore punk
1444;Thrash metal
1445;Hip hop
1446;Folktronica
1446;Electronica
1446;Pop music
1446;Hip hop
1447;Minimal techno
1447;Tech house
1448;Psychedelic trance
1449;Indie rock
1449;Indietronica
1449;Instrumental rock
1450;Industrial
1450;Trip hop
1450;Electronica
1450;World music
1450;Psychedelic trance
1450;Goa trance
1451;Alternative rock
1452;Progressive metal
1453;Intelligent dance music
1453;Techno
1454;Art rock
1454;Gothic rock
1454;Synthpop
1455;Hard rock
1455;Glam metal
1456;Progressive metal
1456;Death-doom
1457;Alternative country
1458;Pop music
1458;Contemporary R&B
1459;Indie rock
1459;Indietronica
1459;Neo-psychedelia
1459;Alternative rock
1460;Thrash metal
1461;Hard rock
1461;Post-grunge
1462;Hip hop
1463;New wave
1463;Pop music
1463;Synthpop
1464;Electronic dance muslc
1464;Electropop
1464;House music
1464;Pop-rap
1464;Dance-pop
1465;Progressive metal
1465;Alternative metal
1466;Power metal
1466;Heavy metal
1466;Gothic metal
1468;Progressive metal
1468;Jazz rock
1468;Jazz fusion
1468;Instrumental rock
1469;Post-hardcore
1469;Alternative rock
1469;Christian rock
1471;Progressive metal
1471;Melodic death metal
1471;Doom metal
1471;Gothic metal
1472;Metalcore
1472;Heavy metal
1473;Art rock
1473;Indie rock
1473;Indietronica
1474;Traditional folk music
1475;Melodic death metal
1475;Doom metal
1475;Sludge metal
1475;Gothic metal
1476;Indie rock
1476;Indietronica
1476;Dream pop
1476;Shoegazing
1477;Folk rock
1477;Pop rock
1478;Pop punk
1480;Indie rock
1480;Indietronica
1480;Alternative dance
1480;Raga rock
1480;Britpop
1481;Rock music
1482;Death metal
1482;Deathgrind
1482;Goregrind
1483;Drone music
1485;Post-punk
1486;Noise pop
1487;Emo
1487;Post-hardcore
1487;Progressive rock
1487;Experimental rock
1488;Trip hop
1488;Shibuya-kei
1488;Hip hop
1488;Art pop
1489;Indie rock
1489;Indietronica
1490;Alternative rock
1490;Instrumental rock
1491;Baroque pop
1494;Alternative rock
1494;Dance-rock
1495;Hard rock
1495;Alternative rock
1495;Christian rock
1496;Traditional folk music
1496;Jazz rock
1496;Jazz fusion
1498;Indie rock
1498;Indietronica
1498;Indie folk
1499;Emo
1499;Indie rock
1499;Indietronica
1499;Post-hardcore
1499;Alternative rock
1500;Latin pop
1500;Pop music
1500;New jack swing
1500;Contemporary R&B
1501;Pop music
1501;Soft rock
1501;Rock music
1502;Indie rock
1502;Indietronica
1502;Pop rock
1502;Pop punk
1504;Lo-fi
1504;Indie pop
1504;Electro
1505;Bluegrass
1505;Comedy rock
1507;Shoegazing
1507;Ambient music
1507;Post-rock
1509;Indie rock
1509;Indietronica
1509;Shoegazing
1509;Dance-punk
1510;Deathcore
1511;Psychedelic rock
1511;Garage rock
1512;Go-Go
1512;Contemporary R&B
1512;Funk
1513;Post-hardcore
1516;Pop punk
1516;Alternative rock
1517;Speed metal
1517;Symphonic gothic metal
1517;Folk metal
1517;Power metal
1517;Symphonic metal
1517;Symphonic power metal
1518;Groove metal
1518;Metalcore
1518;Hardcore punk
1519;Reggaeton
1520;Pop rock
1520;Alternative rock
1522;Country music
1523;Progressive rock
1524;New wave
1524;Synthpop
1525;Hardcore punk
1526;Hard rock
1526;Post-grunge
1526;Alternative rock
1528;Indie rock
1528;Indietronica
1528;Rock music
1528;Power pop
1529;Grunge
1529;Psychedelic rock
1529;Alternative rock
1530;Glam rock
1530;New wave
1530;Electronic dance muslc
1530;Synthpop
1530;Alternative rock
1531;Indie rock
1531;Indietronica
1531;Pop rock
1531;Alternative rock
1531;Christian rock
1532;Hip hop
1533;Contemporary R&B
1533;G-funk
1533;Funk
1534;Hard rock
1534;Folk metal
1534;Heavy metal
1535;Indie rock
1535;Indietronica
1536;Pop music
1537;Soul blues
1537;Southern soul
1537;Blue-eyed soul
1538;Southern rock
1538;Jam band
1538;Blues rock
1539;Pop rock
1539;Soft rock
1540;Hip hop
1542;Progressive metal
1542;Alternative metal
1542;Post-hardcore
1542;Alternative rock
1543;Thrashcore
1544;Heavy metal
1545;Indie pop
1546;Indie rock
1546;Indietronica
1546;Psychedelic pop
1546;Psychedelic folk
1546;Experimental rock
1547;Pop music
1547;Latin music
1548;Rhythm and blues
1550;Emo
1550;Alternative rock
1550;Rock music
1551;Indie pop
1552;Electropop
1552;J-pop
1552;Synthpop
1552;Dance-pop
1553;Southern rock
1553;Hard rock
1553;Blues rock
1554;Indie rock
1554;Indietronica
1556;Dream pop
1556;Shoegazing
1556;Ambient music
1556;Post-rock
1556;Synthpop
1558;Alternative rock
1558;Britpop
1559;Alternative rock
1559;Experimental rock
1560;Pop punk
1560;Alternative rock
1561;Psychedelic pop
1561;Psychedelic rock
1562;Glam metal
1562;Heavy metal
1563;Country music
1563;Rock and roll
1563;Skiffle
1564;Hardcore punk
1568;Indie rock
1568;Indietronica
1568;Electropop
1568;Pop punk
1568;Indie pop
1569;Funk rock
1569;Avant-garde metal
1569;Experimental rock
1570;Punk rock
1570;Screamo
1570;Post-hardcore
1571;Breakbeat hardcore
1571;Electronica
1572;Noise rock
1572;No wave
1572;Post-punk
1572;Experimental rock
1573;Indie rock
1573;Indietronica
1573;Pop punk
1573;Alternative rock
1574;Alternative metal
1574;Post-hardcore
1574;Nu metal
1576;Traditional folk music
1577;Folk rock
1577;Indie rock
1577;Indietronica
1578;Indie rock
1578;Indietronica
1578;Psychedelic rock
1578;Traditional folk music
1578;Christian rock
1579;Black metal
1580;Emo
1580;Indie rock
1580;Indietronica
1580;Pop punk
1581;Punk rock
1581;Nu metal
1582;Pop rock
1582;Pop music
1583;Dansband
1584;Psychedelic rock
1584;Post-rock
1584;Instrumental rock
1585;Contemporary Christian music
1585;Contemporary worship music
1585;Christian rock
1587;Pop music
1587;Electronic dance muslc
1588;Death metal
1589;Pop punk
1590;Indie rock
1590;Indietronica
1590;Pop music
1591;Ambient music
1591;Electronica
1591;Electro
1591;Drone music
1591;Techno
1592;Death metal
1592;Thrash metal
1593;Metalcore
1593;Post-hardcore
1593;Deathcore
1594;Psychedelic rock
1595;Funk rock
1595;Rock music
1596;Punk rock
1596;Ska punk
1597;Psychedelic pop
1597;Funk
1597;Rock music
1597;Ska
1598;Soul
1598;Rhythm and blues
1598;Funk
1599;Ska
1600;West Coast hip hop
1600;Christian hip hop
1601;Hip hop
1602;Punk rock
1602;Alternative rock
1603;Indie rock
1603;Indietronica
1603;Alternative hip hop
1605;Black metal
1607;Emo
1607;Indie rock
1607;Indietronica
1607;Punk rock
1607;Post-hardcore
1608;Punk rock
1610;Hard rock
1610;Psychedelic rock
1610;Stoner rock
1610;Blues rock
1611;Folk rock
1611;Alternative country
1611;Indie folk
1613;Traditional folk music
1613;World music
1613;Bluegrass
1613;Klezmer
1614;Groove metal
1614;Industrial metal
1614;Melodic death metal
1614;Metalcore
1615;Electronica
1616;Death metal
1616;Thrash metal
1617;Pop music
1618;Pop music
1618;Europop
1618;Eurodance
1620;Indie rock
1620;Indietronica
1621;Deathcore
1622;Indie rock
1622;Indietronica
1622;Dream pop
1622;Slowcore
1622;Blues rock
1623;Hip hop
1624;Pop music
1624;Alternative rock
1624;Progressive rock
1625;Electronica
1625;Synthpop
1625;House music
1626;Funk rock
1626;Alternative dance
1626;Dance-punk
1626;Post-punk
1627;Traditional folk music
1627;Chamber pop
1627;Progressive rock
1628;Hard rock
1628;Post-grunge
1628;Alternative metal
1629;Emo
1629;Indie rock
1629;Indietronica
1629;Noise pop
1631;Indie rock
1631;Indietronica
1631;Indie pop
1632;Traditional folk music
1632;Pop rock
1633;Grunge
1633;Alternative rock
1634;Contemporary Christian music
1634;Alternative rock
1634;Christian rock
1635;Heavy metal
1636;Experimental rock
1637;Old-time music
1637;Alternative country
1638;Hip hop
1639;Indie rock
1639;Indietronica
1640;Punk rock
1641;Country music
1641;Country rock
1641;Outlaw country
1642;Soul
1642;Rhythm and blues
1642;Rock music
1643;Anatolian rock
1643;Alternative metal
1643;Alternative rock
1643;Nu metal
1644;Soul
1644;Hip hop
1644;Funk
1645;New wave
1645;Pop rock
1645;Power pop
1646;Hard rock
1646;Blues rock
1646;Boogie rock
1647;Art rock
1647;Pop rock
1647;Soft rock
1647;Progressive rock
1648;Alternative dance
1648;Alternative rock
1648;Post-punk
1648;Experimental rock
1649;Psychedelic rock
1649;Black metal
1650;Art rock
1650;Hard rock
1650;Alternative metal
1650;Alternative rock
1650;Progressive rock
1650;Nu metal
1651;Melodic death metal
1652;Emo
1652;Indie rock
1652;Indietronica
1652;Pop punk
1652;Alternative rock
1653;Traditional folk music
1653;Rock and roll
1654;UK garage
1655;Glam rock
1655;Alternative rock
1655;Space rock
1656;Garage rock
1656;Alternative rock
1657;Rock music
1658;Viking rock
1659;Post-grunge
1659;Alternative rock
1660;Pop music
1661;Rock music
1662;Hard rock
1662;Pop rock
1662;Post-grunge
1662;Alternative rock
1663;Black metal
1663;Thrash metal
1664;Indie rock
1664;Indietronica
1665;Funk rock
1665;Pop rock
1665;Blue-eyed soul
1665;Dance-pop
1665;Neo soul
1666;Hard rock
1666;Pop punk
1666;Alternative rock
1667;Pop music
1668;Noise rock
1668;Stoner rock
1668;Hardcore punk
1668;Drone metal
1668;Alternative metal
1668;Doom metal
1668;Sludge metal
1668;Alternative rock
1668;Experimental rock
1669;Black metal
1669;Folk metal
1670;Indie rock
1670;Indietronica
1670;Psychedelic rock
1670;Indie folk
1670;Alternative rock
1671;Alternative rock
1671;Power pop
1672;Death metal
1672;Thrash metal
1674;Progressive metal
1674;Melodic death metal
1674;Power metal
1675;Punk rock
1675;New wave
1676;Gothic metal
1677;Death metal
1678;Indie rock
1678;Indietronica
1679;Black metal
1680;Indie rock
1680;Indietronica
1680;Alternative rock
1681;Country music
1681;Country pop
1682;Hard rock
1682;Pop rock
1682;Rock music
1682;Progressive rock
1683;Hardcore punk
1683;Rock music
1684;Indie rock
1684;Indietronica
1684;Indie pop
1685;Rock music
1686;Indie rock
1686;Indietronica
1686;Indie folk
1687;New wave
1687;Pop punk
1688;Metalcore
1688;Deathcore
1688;Nu metal
1689;Comedy hip hop
1689;Hip hop
1691;Hard rock
1691;Post-grunge
1691;Alternative metal
1692;Indie rock
1692;Indietronica
1692;Glam rock
1692;Synthpop
1692;Alternative rock
1693;Blues
1695;Gothic metal
1696;Pop music
1696;trance
1696;Disco
1696;Eurodance
1697;Pop rock
1697;Soft rock
1698;Christian rock
1699;Doom metal
1699;Gothic metal
1700;Industrial
1700;Noise music
1702;Symphonic gothic metal
1702;Folk metal
1702;Symphonic metal
1702;Symphonic power metal
1703;Heavy metal
1704;Indie rock
1704;Indietronica
1704;Psychedelic pop
1704;Psychedelic rock
1704;Alternative rock
1704;Progressive rock
1705;Neo-psychedelia
1705;Electropop
1705;Indie pop
1705;Nu gaze
1707;Metalcore
1707;Post-hardcore
1708;Rap metal
1708;Nu metal
1709;Pop rock
1709;Pop music
1709;Synthpop
1709;Alternative rock
1710;Outsider music
1710;Garage rock
1710;Proto-punk
1711;Pagan metal
1711;Viking metal
1711;Folk metal
1712;Indie rock
1712;Indietronica
1713;Pop rock
1713;Alternative rock
1713;Power pop
1714;Rock music
1715;Hard rock
1715;Post-grunge
1715;Alternative metal
1715;Christian rock
1716;Pop music
1716;Rhythm and blues
1717;Alternative rock
1718;Hard rock
1719;Punk rock
1720;Hard rock
1720;Indie rock
1720;Indietronica
1720;Noise rock
1720;Alternative rock
1721;Country music
1721;Pop music
1722;Hard rock
1722;Heavy metal
1722;Power pop
1723;Post-hardcore
1723;Progressive rock
1724;Reggaeton
1725;Folk rock
1725;Indie rock
1725;Indietronica
1726;Electronicore
1726;Post-hardcore
1727;Trip hop
1727;Folktronica
1727;Electronica
1728;Indie pop
1728;Alternative rock
1729;Indie rock
1729;Indietronica
1729;Blues rock
1730;Melodic hardcore
1730;Metalcore
1731;Powerviolence
1731;Hardcore punk
1731;Skate punk
1731;Thrashcore
1732;Alternative rock
1732;Rock music
1733;Hard rock
1733;Glam metal
1733;Glam rock
1734;Roots rock
1734;Alternative country
1735;Ambient music
1735;New-age music
1735;trance
1735;Synthpop
1736;Symphonic gothic metal
1736;Progressive metal
1736;Black metal
1736;Symphonic metal
1736;Avant-garde metal
1736;Symphonic power metal
1737;Industrial rock
1737;Industrial metal
1738;Electronic dance muslc
1738;Detroit techno
1739;Reggae
1739;New wave
1739;Ska
1741;Technical death metal
1741;Avant-garde metal
1741;Deathgrind
1742;Alternative dance
1742;Indie pop
1743;Death metal
1743;Grindcore
1743;Deathgrind
1744;New wave
1744;Alternative rock
1745;Symphonic gothic metal
1745;Progressive metal
1745;Symphonic metal
1745;Doom metal
1745;Symphonic power metal
1746;Melodic metalcore
1746;Metalcore
1746;Deathcore
1746;Heavy metal
1747;Psychedelic rock
1747;Stoner rock
1747;Space rock
1748;Dubstep
1748;Electronica
1748;Big beat
1748;Drum and bass
1748;House music
1748;Hip hop
1749;Country music
1749;Pop music
1749;Rock music
1750;Country music
1750;Bluegrass
1752;Indie rock
1752;Indietronica
1752;Indie pop
1754;Progressive rock
1755;Indie rock
1755;Indietronica
1755;Pop rock
1755;Alternative country
1755;Neo-psychedelia
1755;Garage rock
1755;Alternative rock
1756;Country music
1756;Alternative country
1756;Outlaw country
1757;Pop punk
1757;Alternative rock
1758;Symphonic gothic metal
1758;Industrial metal
1758;Black metal
1758;Symphonic metal
1758;Symphonic power metal
1760;Pop rock
1760;Pop music
1760;Soft rock
1761;Melodic death metal
1762;Dance-pop
1763;Indie rock
1763;Indietronica
1763;Post-punk revival
1764;Traditional folk music
1764;Folk metal
1764;Thrash metal
1764;Heavy metal
1765;Hard rock
1765;Glam metal
1765;Heavy metal
1767;Alternative rock
1768;Punk rock
1768;Hardcore punk
1768;Riot grrrl
1769;Indie rock
1769;Indietronica
1770;Punk rock
1771;Glam metal
1771;Heavy metal
1771;Comedy rock
1772;Speed metal
1772;Symphonic gothic metal
1772;Progressive metal
1772;Power metal
1772;Symphonic metal
1772;Thrash metal
1772;Symphonic power metal
1773;Rock music
1774;Philadelphia soul
1774;Soul
1774;Rhythm and blues
1775;Indie rock
1775;Indietronica
1775;Alternative dance
1775;Traditional folk music
1775;Folktronica
1775;Synthpop
1775;Indie pop
1776;Acid jazz
1776;Trip hop
1776;Drum and bass
1776;Hip hop
1777;Indie rock
1777;Indietronica
1778;Black metal
1778;Dark ambient
1779;Indie rock
1779;Indietronica
1779;Indie pop
1779;Alternative rock
1780;Hip hop
1781;Pop music
1782;Hip hop
1783;Indie rock
1783;Indietronica
1783;Indie pop
1784;Progressive rock
1785;Dance-pop
1786;Hard rock
1786;Glam metal
1786;Heavy metal
1787;Grunge
1787;Hard rock
1787;Alternative rock
1787;Rock music
1788;Pop rock
1788;Rock music
1789;Pop rock
1789;Rock music
1790;Hip hop
1791;Hard rock
1793;Hard rock
1793;Psychedelic rock
1793;Progressive rock
1795;Indie rock
1795;Indietronica
1795;Rock music
1796;Art punk
1796;Proto-punk
1796;Rock music
1796;Post-punk
1797;Funk rock
1797;New wave
1797;Reggae fusion
1797;Rock music
1798;Djent
1798;Deathcore
1799;Progressive metal
1801;Contemporary Christian music
1801;Rock music
1801;Christian rock
1802;Punk rock
1802;Hardcore punk
1803;Groove metal
1803;Thrash metal
1804;Hard rock
1805;Hard rock
1805;Rap rock
1805;Christian metal
1805;Alternative metal
1805;Rapcore
1805;Nu metal
1805;Christian rock
1806;Pop rock
1806;Pop punk
1806;Post-hardcore
1806;Alternative rock
1807;Hard rock
1808;New wave
1808;Pop music
1808;Rock music
1809;Metalcore
1809;Hardcore punk
1809;Screamo
1809;Post-hardcore
1809;Alternative rock
1810;Psychedelic rock
1810;Progressive rock
1812;Krautrock
1812;Rock music
1813;Funk rock
1813;Soul
1813;Pop music
1813;Minneapolis Sound
1814;Rock music
1815;Country rock
1815;Roots rock
1815;Red Dirt music
1816;Teen pop
1816;Pop rock
1816;Gospel music
1816;Contemporary Christian music
1817;Hard rock
1818;Hard rock
1818;Heavy metal
1818;Comedy rock
1819;Folk rock
1819;Indie rock
1819;Indietronica
1819;Psychedelic rock
1819;Country rock
1819;Alternative country
1819;Blues rock
1820;Ska
1821;Sludge metal
1821;Crust punk
1822;Indie rock
1822;Indietronica
1822;Indie pop
1823;Grunge
1824;Indie rock
1824;Indietronica
1825;Power metal
1825;Heavy metal
1826;Christian hip hop
1826;Southern hip hop
1826;Alternative hip hop
1827;Pop rock
1827;Alternative rock
1828;Indie rock
1828;Indietronica
1828;Pop music
1829;Drum and bass
1830;Pop music
1831;Groove metal
1831;Progressive metal
1831;Metalcore
1832;Power metal
1832;Pirate metal
1833;Groove metal
1833;Metalcore
1833;Hardcore punk
1833;Death metal
1833;Thrash metal
1834;Punk rock
1834;Melodic hardcore
1834;Skate punk
1836;Punk rock
1837;Rock music
1837;Progressive rock
1838;Garage rock
1838;Proto-punk
1839;Melodic hardcore
1839;Hardcore punk
1840;Noise rock
1840;Rock music
1841;Electropop
1841;Hip hop
1841;Dance-pop
1842;Gothic rock
1842;Post-punk
1843;Folk rock
1843;Psychedelic pop
1843;Pop rock
1844;Indie rock
1844;Indietronica
1844;Punk rock
1845;Hard rock
1845;New wave
1845;Alternative rock
1846;Hard rock
1846;Glam metal
1846;Heavy metal
1847;Swing revival
1848;Heavy metal
1849;Pop music
1850;Industrial
1850;Noise music
1850;Post-industrial
1850;Experimental rock
1851;Melodic death metal
1851;Thrash metal
1852;Traditional folk music
1853;Hardcore punk
1853;D-beat
1853;Crossover thrash
1854;Alternative rock
1855;Gothic rock
1855;Dark wave
1855;Alternative rock
1855;Post-punk revival
1856;Indie rock
1856;Indietronica
1856;Pop rock
1857;Punk rock
1857;Hardcore punk
1857;Heavy metal
1859;Progressive metal
1859;Post-metal
1859;Hardcore punk
1859;Sludge metal
1859;Crust punk
1860;Latin rock
1860;Hip hop
1861;Punk rock
1862;Alternative rock
1863;Hard rock
1863;Rock music
1864;Electronica
1864;Big beat
1864;Breakbeat
