311;http://dbpedia.org/resource/Hamish_&_Andy;Hamish & Andy
312;http://dbpedia.org/resource/The_Spencer_Davis_Group;The Spencer Davis Group
313;http://dbpedia.org/resource/Berny-Ignatius;Berny-Ignatius
314;http://dbpedia.org/resource/Frontier_Ruckus;Frontier Ruckus
315;http://dbpedia.org/resource/Milligram_(band);Milligram (band)
316;http://dbpedia.org/resource/The_Dramatics;The Dramatics
317;http://dbpedia.org/resource/Los_Freddy's;Los Freddy's
318;http://dbpedia.org/resource/Matanza_(band);Matanza (band)
319;http://dbpedia.org/resource/Freelance_Whales;Freelance Whales
320;http://dbpedia.org/resource/Youth_Brigade_(band);Youth Brigade (band)
321;http://dbpedia.org/resource/Short_Stack;Short Stack
322;http://dbpedia.org/resource/Glifted;Glifted
323;http://dbpedia.org/resource/B.U.G._Mafia;B.U.G. Mafia
324;http://dbpedia.org/resource/Bilocate;Bilocate
325;http://dbpedia.org/resource/Clan_of_Xymox;Clan of Xymox
326;http://dbpedia.org/resource/Harold_Melvin_&_the_Blue_Notes;Harold Melvin & the Blue Notes
327;http://dbpedia.org/resource/Rockapella;Rockapella
328;http://dbpedia.org/resource/The_Rocket_Summer;The Rocket Summer
329;http://dbpedia.org/resource/Abscess_(band);Abscess (band)
330;http://dbpedia.org/resource/Nightnoise;Nightnoise
331;http://dbpedia.org/resource/Orthrelm;Orthrelm
332;http://dbpedia.org/resource/Jump5;Jump5
333;http://dbpedia.org/resource/Panic!_at_the_Disco;Panic! at the Disco
334;http://dbpedia.org/resource/Deaf_Havana;Deaf Havana
335;http://dbpedia.org/resource/Bomfunk_MC's;Bomfunk MC's
336;http://dbpedia.org/resource/The_Fresh_&_Onlys;The Fresh & Onlys
337;http://dbpedia.org/resource/Gym_Class_Heroes;Gym Class Heroes
338;http://dbpedia.org/resource/Carnifex_(band);Carnifex (band)
339;http://dbpedia.org/resource/King_Kobra;King Kobra
340;http://dbpedia.org/resource/Mutemath;Mutemath
341;http://dbpedia.org/resource/Disappear_Fear;Disappear Fear
342;http://dbpedia.org/resource/The_U-Men;The U-Men
343;http://dbpedia.org/resource/Perfume_(Japanese_band);Perfume (Japanese band)
344;http://dbpedia.org/resource/That_Handsome_Devil;That Handsome Devil
345;http://dbpedia.org/resource/Illinois_(band);Illinois (band)
346;http://dbpedia.org/resource/Furslide;Furslide
347;http://dbpedia.org/resource/Jewelry_(band);Jewelry (band)
348;http://dbpedia.org/resource/Laughing_Hyenas;Laughing Hyenas
349;http://dbpedia.org/resource/Attack_Attack!;Attack Attack!
350;http://dbpedia.org/resource/Coma_(band);Coma (band)
351;http://dbpedia.org/resource/Heavenly_(French_band);Heavenly (French band)
352;http://dbpedia.org/resource/Justice_(band);Justice (band)
353;http://dbpedia.org/resource/Traffic_(band);Traffic (band)
354;http://dbpedia.org/resource/The_Be_Good_Tanyas;The Be Good Tanyas
355;http://dbpedia.org/resource/Leño;Leño
356;http://dbpedia.org/resource/Radical_Face;Radical Face
357;http://dbpedia.org/resource/Gomez_(band);Gomez (band)
358;http://dbpedia.org/resource/The_Bouncing_Souls;The Bouncing Souls
359;http://dbpedia.org/resource/Thy_Serpent;Thy Serpent
360;http://dbpedia.org/resource/Between_the_Buried_and_Me;Between the Buried and Me
361;http://dbpedia.org/resource/Mis-Teeq;Mis-Teeq
362;http://dbpedia.org/resource/Stellastarr;Stellastarr
363;http://dbpedia.org/resource/The_Trash_Can_Sinatras;The Trash Can Sinatras
364;http://dbpedia.org/resource/Jawbreaker_(band);Jawbreaker (band)
365;http://dbpedia.org/resource/Serú_Girán;Serú Girán
366;http://dbpedia.org/resource/A_Life_Once_Lost;A Life Once Lost
367;http://dbpedia.org/resource/Cartel_(band);Cartel (band)
368;http://dbpedia.org/resource/Tiamat_(band);Tiamat (band)
369;http://dbpedia.org/resource/Windy_&_Carl;Windy & Carl
370;http://dbpedia.org/resource/Sir_Sly;Sir Sly
371;http://dbpedia.org/resource/Neocolours;Neocolours
372;http://dbpedia.org/resource/The_Birthday_Massacre;The Birthday Massacre
373;http://dbpedia.org/resource/Full_Tilt_Boogie_Band;Full Tilt Boogie Band
374;http://dbpedia.org/resource/SETI_(band);SETI (band)
375;http://dbpedia.org/resource/Died_Pretty;Died Pretty
376;http://dbpedia.org/resource/Cruachan_(band);Cruachan (band)
377;http://dbpedia.org/resource/Negură_Bunget;Negură Bunget
378;http://dbpedia.org/resource/Boiled_in_Lead;Boiled in Lead
379;http://dbpedia.org/resource/Stick_Men_(prog_band);Stick Men (prog band)
380;http://dbpedia.org/resource/Grotus;Grotus
381;http://dbpedia.org/resource/The_Hot_Monkey;The Hot Monkey
382;http://dbpedia.org/resource/Pop_Evil;Pop Evil
383;http://dbpedia.org/resource/Leaders_of_the_New_School;Leaders of the New School
384;http://dbpedia.org/resource/Leathermouth;Leathermouth
385;http://dbpedia.org/resource/Bad_English;Bad English
386;http://dbpedia.org/resource/Vanna_(band);Vanna (band)
387;http://dbpedia.org/resource/Boysetsfire;Boysetsfire
388;http://dbpedia.org/resource/Family_(band);Family (band)
389;http://dbpedia.org/resource/Operation_Ivy_(band);Operation Ivy (band)
390;http://dbpedia.org/resource/Nelson_(band);Nelson (band)
391;http://dbpedia.org/resource/King's_X;King's X
392;http://dbpedia.org/resource/Soulfly;Soulfly
393;http://dbpedia.org/resource/Tin_Foil_Phoenix;Tin Foil Phoenix
394;http://dbpedia.org/resource/Poor_Moon;Poor Moon
395;http://dbpedia.org/resource/Skids_(band);Skids (band)
396;http://dbpedia.org/resource/Jason_&_the_Scorchers;Jason & the Scorchers
397;http://dbpedia.org/resource/Self_(band);Self (band)
398;http://dbpedia.org/resource/Play-N-Skillz;Play-N-Skillz
399;http://dbpedia.org/resource/Hammers_of_Misfortune;Hammers of Misfortune
400;http://dbpedia.org/resource/Gugun_Blues_Shelter;Gugun Blues Shelter
401;http://dbpedia.org/resource/Perfect_World_(band);Perfect World (band)
402;http://dbpedia.org/resource/Royal_Blood_(band);Royal Blood (band)
403;http://dbpedia.org/resource/Spice_Girls;Spice Girls
404;http://dbpedia.org/resource/Dr._Acula_(band);Dr. Acula (band)
405;http://dbpedia.org/resource/Cud_(band);Cud (band)
406;http://dbpedia.org/resource/A_Touch_of_Class_(band);A Touch of Class (band)
407;http://dbpedia.org/resource/Art_of_Dying_(band);Art of Dying (band)
408;http://dbpedia.org/resource/The_Clark_Sisters;The Clark Sisters
409;http://dbpedia.org/resource/Hall_&_Oates;Hall & Oates
410;http://dbpedia.org/resource/Piano_Magic;Piano Magic
411;http://dbpedia.org/resource/Cex_(musician);Cex (musician)
412;http://dbpedia.org/resource/A_Global_Threat;A Global Threat
413;http://dbpedia.org/resource/Luna_(1990s_American_band);Luna (1990s American band)
414;http://dbpedia.org/resource/The_Black_Keys;The Black Keys
415;http://dbpedia.org/resource/The_Stalin;The Stalin
416;http://dbpedia.org/resource/Tears_for_Fears;Tears for Fears
417;http://dbpedia.org/resource/Guv'ner;Guv'ner
418;http://dbpedia.org/resource/Red_Riders;Red Riders
419;http://dbpedia.org/resource/Velocity_Girl;Velocity Girl
420;http://dbpedia.org/resource/Kodo_(taiko_group);Kodo (taiko group)
421;http://dbpedia.org/resource/Over_My_Dead_Body_(band);Over My Dead Body (band)
422;http://dbpedia.org/resource/Five.Bolt.Main;Five.Bolt.Main
423;http://dbpedia.org/resource/Screwed_Up_Click;Screwed Up Click
424;http://dbpedia.org/resource/ThaMuseMeant;ThaMuseMeant
