1089;Gary Kemp
1090;Tony Hadley
1091;Steve Norman
1092;John Keeble
1093;Glenn Richards
1094;Adam Donovan
1095;Bo Koster
1096;Carl Broemel
1097;Tom Blankenship
1098;Patrick Hallahan
1099;Andy Stamets
1100;Jason Crane
1100;Jason JC 2000 Crane
1101;Paul O'Beirne
1102;Séamus Egan
1103;Winifred Horan
1104;James Canty
1105;Ted Leo
1106;Rob Thomas
1107;Brian Yale
1108;Paul Doucette
1109;Mark Mallman
1110;David Arthur Brown
1111;Robert Trujillo
1112;Kirk Hammett
1113;Lars Ulrich
1114;James Hetfield
1115;Mike Herrera
1116;Anders Hammer
1117;Marios Iliopoulos
1118;Patricio Castillo
1119;Rodolfo Parada
1120;Eduardo Carrasco
1121;Julio Numhauser
1122;Ryuichi Ogata
1123;Keita Tachibana
1124;Ryohei Chiba
1125;Michael Miley
1126;Scott Holiday
1127;Kean Cipriano
1128;Tony Bevilacqua
1129;Brody Dalle
1130;Jack Irons
1131;Alain Johannes
1132;Kid Cudi
1133;Dot da Genius
1134;Lenny Wolf
1135;Danny Stag
1136;Phil Martini
1137;Chris Childs
1138;Luke Morley
1139;Ellington Ratliff
1140;Riker Lynch
1141;Ross Lynch
1141;Ross Shor Lynch Crow
1142;Rydel Lynch
1143;Trent Gardner
1144;Paul Hartnoll
1145;Justin Beck
1146;Daryl Palumbo
1147;Gina Birch
1148;Ana da Silva
1149;Trevor McNevan
1150;Glenn McClelland
1151;Gene Ween
1152;Dean Ween
1153;Dave Dreiwitz
1154;Claude Coleman, Jr.
1155;Miranda Mulholland
1156;Lzzy Hale
1157;Mark Stoermer
1158;Brandon Flowers
1159;Dave Keuning
1160;Mikko Herranen
1161;Jon Davison
1162;Ross the Boss
1163;Scott Kempner
1164;Andy Shernoff
1165;Richard Manitoba
1166;Ben Matthews
1167;Danny Bowes
1168;Dražen Žerić
1169;Darko Jelčić
1170;Bart Millard
1171;Ajs Nigrutin
1172;Timbe
1172;Rašid Kurtanović
1173;Wikluh Sky
1174;Cody Canada
1175;Glenn Mercer
1176;DJ Slip
1177;Tha Chill
1177;MC Chill
1178;MC Eiht
1179;Boom Bam
1180;Matt Bachand
1181;Brian Fair
1182;Jason Bittner
1183;Steve Soto
1184;Tony Reflex
1184;Tony Cadena
1185;Ian Taylor
1185;Ian Flannon Taylor
1186;Brother J
1187;Evidence
1188;The Alchemist
1189;Buzz McCoy
1190;Groovie Mann
1191;Justin Bennett
1192;Knjaz Varggoth
1193;Sean O'Hagan
1194;Pinch
1195;Captain Sensible
1196;Stu West
1197;Monty Oxy Moron
1198;Mark Hoppus
1199;Travis Barker
1200;Matt Skiba
1201;Sully Erna
1202;Robbie Merrill
1203;Tony Rombola
1204;Shannon Larkin
1205;Ty Smith
1206;Marko Saaresto
1207;Olli Tukiainen
1208;Markus Kaarlonen
1209;Karima Kibble
1210;Liam Howlett
1211;Keith Flint
1212;Maxim
1212;Maxim Reality
