momento;1-0005;5-0005;1-_006;5-_006;1-_007;5-_007;1-_008;5-_008;1-_010;5-_010;1-_011;5-_011;1-_016;5-_016;1-_018;5-_018;1-_019;5-_019;1-_021;5-_021;1-_035;5-_035;1-_038;5-_038;1-_039;5-_039;1-_041;5-_041;1-_043;5-_043;1-_045;5-_045;1-_047;5-_047;1-_050;5-_050;1-_064;5-_064;1-_065;5-_065;1-_066;5-_066;1-_067;5-_067;1-_071;5-_071;1-_076;5-_076;1-_078;5-_078;1-_079;5-_079;1-_083;5-_083;1-_084;5-_084;1-_089;5-_089;1-_092;5-_092;1-_095;5-_095;1-_096;5-_096;1-_097;5-_097;1-_098;5-_098;1-_099;5-_099;1-0112;5-0112;1-0116;5-0116;1-0109;5-0109
36;-547.78;-537.69;-553.96;-547.54;-556.75;-547.08;-555.42;-551.96;-523.04;-521.17;-535.56;-525.71;-523.92;-522.08;-510.11;-511.74;-526.84;-532.76;-544.03;-535.6;-550.95;-533.35;-557;-549.54;-550.16;-540.98;-539.81;-535.52;-546.49;-533.64;-549.74;-543.36;-544.99;-536.19;-540.36;-533.85;-546.95;-535.6;-545.91;-540.07;-538.15;-534.1;-561.26;-555.09;-544.49;-536.52;-538.94;-530.89;-540.15;-534.48;-518.83;-519.79;-565.76;-558.8;-564.68;-553.75;-534.22;-525.17;-529.97;-517.79;-542.94;-539.9;-511.03;-509.23;-529.97;-522.58;-546.82;-540.19;-564.43;-557.63;-537.81;-533.68;-562.72;-554.3;-546.2;-528.05
37;-547.37;-537.31;-553.17;-547.08;-556.29;-546.78;-554.38;-550.79;-521.29;-519.87;-535.27;-525.25;-521.5;-520.46;-509.07;-510.57;-525.09;-532.31;-544.15;-535.89;-551.2;-533.6;-556.59;-549.04;-550.29;-541.28;-539.48;-535.39;-546.16;-531.55;-549.83;-543.45;-545.49;-536.56;-540.07;-533.52;-546.24;-534.93;-545.49;-539.69;-538.19;-534.23;-561.26;-554.75;-544.7;-536.6;-538.52;-530.18;-539.52;-533.85;-517.66;-518.79;-565.26;-558.47;-564.64;-553.67;-534.14;-524.88;-529.84;-517.49;-542.4;-539.69;-514.12;-512.49;-529.76;-522.04;-546.66;-539.73;-564.39;-557.59;-537.14;-533.14;-562.72;-554.21;-545.91;-527.42
38;-546.87;-536.52;-551.58;-546.03;-555.5;-546.33;-553.46;-549.91;-519.83;-519.08;-534.56;-524.67;-519.91;-519.2;-508.32;-509.82;-523.79;-531.76;-544.28;-536.06;-551.33;-533.47;-556.09;-548.41;-550.33;-541.28;-539.02;-535.23;-546.03;-528.88;-549.62;-543.32;-545.78;-536.98;-539.65;-533.18;-545.7;-534.02;-544.74;-539.11;-538.23;-534.27;-561.13;-554.59;-544.82;-536.9;-537.77;-529.59;-538.86;-533.22;-516.87;-518.2;-565.1;-558.55;-564.68;-553.54;-534.18;-524.88;-529.68;-517.08;-541.86;-539.44;-516.2;-514.28;-528.93;-521.08;-545.7;-539.15;-564.39;-557.38;-536.48;-532.47;-562.47;-553.84;-545.49;-526.55
39;-546.28;-535.89;-550.58;-545.24;-554.88;-545.87;-552.04;-548.54;-517.45;-517.54;-534.06;-523.84;-517.58;-517.33;-507.15;-508.77;-521.5;-531.05;-544.32;-536.1;-550.91;-532.72;-556;-547.87;-550.16;-541.07;-538.86;-535.14;-545.78;-527.55;-549.41;-543.36;-546.16;-537.31;-539.4;-533.14;-545.36;-533.35;-544.11;-538.86;-537.94;-534.14;-560.55;-554.13;-544.95;-537.06;-537.14;-528.88;-537.81;-532.35;-515.45;-517.08;-565.06;-558.68;-564.6;-553.38;-534.06;-523.79;-529.43;-516.74;-540.77;-538.73;-518.2;-515.41;-528.22;-520.16;-544.95;-538.44;-564.1;-556.97;-535.27;-531.6;-562.14;-553.59;-544.82;-525.88
40;-545.49;-535.1;-548.91;-544.16;-554.12;-545.37;-550.79;-547.33;-515.74;-516.33;-532.97;-522.67;-515.95;-516.07;-506.23;-507.85;-519.5;-530.43;-544.32;-536.1;-550.7;-532.22;-555.25;-546.87;-550.04;-540.98;-538.65;-535.02;-545.11;-525.96;-549.33;-543.36;-546.62;-537.81;-538.86;-532.81;-544.78;-532.85;-543.44;-538.27;-537.48;-533.85;-559.97;-553.71;-545.07;-537.15;-536.64;-528.38;-537.19;-531.85;-514.49;-516.16;-565.18;-558.72;-564.22;-552.84;-533.43;-522.29;-529.05;-516.2;-539.73;-537.81;-519.21;-515.7;-527.13;-518.95;-543.99;-537.44;-563.6;-556.38;-534.43;-530.72;-561.26;-552.92;-544.4;-525.09
41;-544.86;-534.43;-548.12;-543.41;-553.79;-544.91;-548.83;-545.7;-513.07;-514.57;-532.26;-521.83;-513.41;-514.28;-504.81;-506.64;-516.79;-529.09;-544.11;-535.89;-550.24;-531.6;-554.75;-546.41;-549.99;-540.86;-538.4;-534.77;-544.7;-525.17;-549.24;-543.36;-546.62;-537.81;-538.61;-532.68;-544.28;-532.64;-542.82;-537.69;-537.14;-533.68;-559.67;-553.17;-545.07;-537.19;-535.98;-527.88;-536.44;-531.39;-513.32;-515.41;-564.97;-558.63;-564.1;-552.71;-532.81;-521.5;-528.88;-515.82;-538.19;-536.52;-520;-515.66;-526.21;-517.79;-543.24;-536.48;-563.18;-555.63;-533.47;-529.93;-560.76;-552.42;-544.28;-525
42;-544.07;-533.39;-547.49;-542.45;-553.29;-544.28;-547.24;-544.53;-511.2;-513.24;-531.3;-520.71;-511.61;-512.82;-503.6;-505.52;-514.87;-528.26;-543.74;-535.35;-549.87;-531.1;-554.63;-546.24;-549.7;-540.57;-537.94;-534.6;-544.32;-524.42;-549.04;-543.28;-546.82;-538.02;-538.19;-532.31;-543.65;-532.31;-541.86;-537.02;-536.69;-533.31;-559.59;-553;-545.24;-537.31;-535.68;-527.51;-535.6;-530.64;-512.61;-514.86;-564.76;-558.38;-563.72;-552.33;-532.1;-520.54;-528.55;-515.53;-536.94;-535.69;-520.37;-515.62;-525.3;-516.62;-542.23;-535.64;-562.26;-554.21;-532.89;-529.51;-560.3;-551.79;-544.15;-524.59
43;-543.28;-532.51;-547.12;-542.03;-552.75;-543.7;-545.41;-543.53;-508.19;-511.28;-530.39;-519.79;-509.15;-510.82;-501.89;-504.22;-512.53;-527.13;-543.36;-535.02;-549.87;-530.64;-554.46;-545.87;-549.41;-540.28;-537.6;-534.39;-543.78;-523.71;-548.95;-543.24;-546.95;-538.23;-537.98;-532.31;-543.24;-531.89;-541.32;-536.52;-536.02;-532.85;-558.92;-552.42;-545.24;-537.44;-535.43;-527.34;-534.14;-529.18;-511.53;-514.24;-564.64;-558.3;-563.26;-551.83;-531.64;-520.21;-528.38;-515.16;-535.48;-534.52;-520.96;-515.66;-524.59;-515.66;-541.73;-535.52;-561.55;-553.34;-532.39;-529.01;-560.17;-551.25;-544.11;-524.34
44;-542.32;-531.43;-546.37;-541.15;-551.75;-542.86;-544.03;-542.95;-505.94;-509.65;-529.26;-518.45;-507.73;-509.19;-500.43;-503.22;-510.69;-526.42;-543.36;-535.02;-549.87;-530.3;-553.83;-545.49;-549.29;-540.19;-536.98;-533.97;-543.15;-523.33;-548.78;-543.11;-546.87;-538.23;-537.65;-532.1;-542.65;-531.05;-540.32;-535.81;-535.39;-532.35;-558.42;-551.92;-545.28;-537.52;-535.23;-527.17;-533.01;-528.34;-510.82;-513.45;-564.55;-558.3;-562.89;-551.17;-531.22;-519.16;-527.97;-514.53;-534.68;-533.97;-521.25;-515.53;-523.88;-514.53;-541.4;-535.31;-560.93;-552.63;-532.06;-529.05;-559.88;-550.62;-544.03;-524.63
45;-541.57;-530.68;-545.61;-540.44;-550.83;-542.11;-542.15;-541.82;-502.31;-507.52;-528.55;-517.74;-505.81;-506.98;-498.72;-501.76;-508.27;-526.01;-543.24;-534.98;-549.79;-529.89;-553.87;-545.87;-548.87;-539.73;-536.44;-533.77;-542.82;-523.21;-548.58;-543.15;-546.95;-538.19;-537.23;-531.85;-542.32;-530.3;-539.52;-535.1;-534.6;-531.89;-558.05;-551.54;-545.28;-537.4;-534.93;-526.92;-531.55;-527.22;-509.48;-512.44;-564.35;-558.22;-562.93;-551.04;-530.89;-518.24;-527.67;-513.99;-533.89;-533.35;-521.46;-515.24;-523.34;-513.74;-541.11;-535.1;-560.72;-552.29;-531.51;-529.34;-559.59;-550.21;-544.11;-524.71
46;-540.77;-529.76;-544.82;-539.82;-549.45;-540.98;-540.86;-541.19;-500.35;-506.06;-527.67;-516.99;-504.6;-505.43;-497.26;-500.76;-506.61;-525.88;-542.94;-534.64;-549.66;-529.43;-554.08;-547.04;-548.58;-539.44;-535.89;-533.77;-542.19;-523.5;-548.45;-543.07;-546.95;-538.15;-536.48;-531.3;-541.44;-529.43;-538.56;-534.43;-534.14;-531.68;-557.92;-551.21;-545.24;-537.35;-534.52;-526.59;-530.3;-526.21;-508.44;-511.65;-564.26;-558.05;-562.55;-550.62;-530.39;-517.45;-527.17;-513.15;-533.14;-532.76;-521.33;-514.82;-522.46;-512.4;-540.77;-534.6;-560.26;-551.75;-531.22;-529.34;-559.05;-549.37;-544.11;-524.5
47;-540.23;-529.18;-544.24;-539.48;-548.49;-540.32;-538.94;-540.28;-498.05;-504.73;-527.17;-516.83;-503.06;-503.6;-495.59;-499.59;-504.27;-525.59;-542.49;-534.18;-549.41;-528.8;-554.04;-547.79;-548.28;-539.11;-535.73;-534.14;-541.73;-523.75;-548.12;-542.86;-546.78;-537.98;-536.06;-530.85;-540.52;-528.59;-537.9;-533.93;-533.14;-531.18;-557.25;-550.79;-545.24;-537.4;-534.1;-526.13;-528.3;-524.54;-506.98;-510.48;-563.76;-557.76;-562.05;-550.08;-529.89;-517.37;-526.67;-512.49;-531.85;-532.06;-521.12;-514.28;-521.71;-511.28;-540.36;-534.06;-559.97;-551.54;-530.51;-528.88;-558.51;-548.87;-543.95;-524
48;-539.9;-528.72;-543.57;-539.11;-547.32;-539.19;-537.6;-539.32;-496.68;-503.89;-526.67;-516.37;-502.27;-502.31;-494.55;-498.93;-502.56;-525.17;-541.73;-533.52;-549.08;-528.09;-554.25;-548.5;-548.03;-538.9;-535.64;-534.6;-541.4;-523.84;-548.08;-542.86;-546.57;-537.81;-535.56;-530.51;-539.56;-527.67;-536.98;-533.18;-532.39;-530.55;-556.79;-550.42;-545.28;-537.44;-533.64;-525.63;-526.92;-523.46;-506.11;-509.61;-563.76;-557.76;-561.47;-549.37;-529.47;-517.33;-525.8;-511.48;-530.8;-531.26;-520.79;-513.78;-520.37;-509.69;-539.65;-533.18;-559.67;-552;-529.64;-528.47;-557.59;-548.08;-543.49;-523.38
49;-539.48;-528.3;-543.24;-538.86;-546.53;-538.48;-535.89;-538.36;-494.72;-502.68;-526.3;-515.91;-501.02;-500.34;-493.3;-498.05;-499.93;-524.21;-541.44;-533.39;-548.37;-526.97;-554.33;-548.66;-547.49;-538.48;-535.68;-534.93;-540.94;-523.88;-547.74;-542.86;-546.41;-537.61;-535.27;-530.39;-538.98;-526.92;-536.02;-532.51;-531.47;-529.84;-556.79;-551;-545.24;-537.35;-532.85;-524.92;-525.25;-522.17;-504.52;-508.44;-563.43;-557.51;-561.38;-549.12;-529.09;-517.08;-525.17;-510.44;-529.26;-530.09;-520.04;-512.78;-519.37;-508.1;-539.06;-532.81;-559.63;-552.71;-528.55;-527.76;-556.84;-547.49;-542.99;-522.58
50;-538.94;-527.72;-542.65;-538.48;-545.61;-537.48;-534.56;-537.52;-493.59;-501.8;-525.71;-515.24;-500.26;-499.05;-492.34;-497.38;-497.8;-523.38;-541.32;-533.6;-547.91;-526.17;-554.25;-548.58;-547.41;-538.27;-535.56;-535.31;-540.73;-523.67;-547.49;-542.7;-545.95;-537.15;-534.89;-530.14;-538.15;-525.84;-535.56;-532.39;-530.8;-529.39;-557.21;-551.75;-545.07;-537.23;-532.18;-524.38;-523.84;-521.08;-503.52;-507.48;-563.14;-557.34;-561.18;-548.75;-528.59;-517.16;-524.13;-509.02;-527.92;-529.26;-519.25;-511.82;-517.79;-506.14;-538.23;-531.89;-559.51;-553.25;-527.59;-526.97;-556.67;-547.49;-542.74;-521.92
51;-538.61;-527.17;-542.4;-538.19;-545.41;-537.06;-532.68;-536.65;-491.84;-500.64;-525.38;-514.53;-499.35;-497.21;-491.34;-496.59;-494.76;-521.87;-541.44;-533.81;-547.16;-525.25;-554.21;-548.54;-547.24;-538.48;-535.39;-535.52;-540.32;-523.67;-547.2;-542.36;-545.7;-536.9;-534.6;-530.05;-537.31;-525;-535.43;-532.47;-530.05;-529.22;-557.55;-552.58;-545.16;-537.19;-531.51;-523.63;-521.75;-519.66;-501.98;-506.14;-562.84;-557.17;-560.88;-548.45;-528.26;-517.74;-523.46;-508.36;-526.46;-528.72;-518.12;-510.82;-516.58;-504.43;-537.48;-531.55;-559.3;-553.63;-526.55;-526.26;-556.79;-547.79;-542.57;-521.25
52;-538.06;-526.63;-542.4;-537.81;-545.2;-536.77;-531.39;-536.1;-490.79;-499.84;-524.67;-513.61;-498.64;-495.96;-490.59;-495.92;-492.88;-521.21;-541.48;-533.89;-546.7;-524.8;-553.92;-548.37;-547.24;-538.61;-535.06;-535.56;-539.81;-523.59;-546.99;-542.15;-545.36;-536.6;-534.14;-529.76;-536.23;-524;-535.31;-532.72;-529.51;-529.39;-557.5;-552.88;-544.95;-537.02;-531.05;-523.13;-520.21;-518.7;-500.81;-505.31;-562.72;-556.97;-560.72;-548.16;-527.97;-518.41;-523.04;-507.85;-525.34;-528.22;-517.33;-510.11;-515.03;-502.43;-536.81;-530.85;-558.84;-553.5;-525.96;-525.59;-556.88;-547.74;-542.32;-520.46
53;-537.81;-526.34;-542.36;-537.65;-544.95;-536.52;-529.47;-535.52;-488.79;-498.51;-524.13;-512.78;-497.43;-494.13;-489.5;-495.38;-490.79;-520.08;-541.28;-533.72;-546.49;-524.88;-553.67;-548.04;-547.28;-538.98;-534.56;-535.44;-539.27;-523.33;-546.66;-541.99;-545.24;-536.52;-533.72;-529.64;-535.27;-523.17;-534.81;-532.43;-529.05;-529.13;-557.38;-552.63;-544.9;-536.85;-530.68;-522.88;-518.29;-517.33;-499.35;-503.93;-562.18;-556.59;-560.93;-548.29;-527.84;-518.79;-523.04;-507.44;-523.79;-527.51;-516.37;-509.44;-514.12;-501.05;-536.06;-530.34;-558.55;-553.25;-525.05;-525.05;-556.88;-547.58;-542.32;-519.83
54;-537.14;-525.67;-542.11;-537.15;-544.7;-536.27;-528.13;-535.06;-487.54;-497.46;-523.21;-511.48;-496.84;-492.96;-488.62;-494.75;-489.58;-519.2;-540.98;-533.39;-546.45;-525.13;-553.29;-547.79;-547.24;-538.9;-533.89;-535.06;-538.65;-523.13;-546.24;-541.69;-545.36;-536.69;-533.27;-529.43;-534.1;-521.83;-534.06;-532.01;-528.59;-529.09;-557.3;-552.46;-544.61;-536.6;-530.26;-522.58;-516.83;-516.28;-498.22;-503.01;-561.84;-556.17;-561.3;-548.54;-528.01;-519.41;-522.88;-507.02;-522.54;-526.8;-515.7;-508.9;-513.11;-499.55;-535.27;-529.72;-558.13;-552.92;-524.5;-524.38;-556.54;-547.2;-541.9;-518.87
55;-536.89;-525.25;-541.98;-536.98;-544.4;-536.1;-526.34;-534.68;-486;-496.25;-522.54;-510.4;-496.01;-491.25;-487.42;-494.46;-487.92;-517.91;-540.77;-533.27;-546.41;-524.84;-553.04;-547.08;-547.16;-538.82;-533.39;-534.98;-538.23;-522.88;-545.82;-541.49;-545.53;-536.69;-532.89;-529.13;-533.14;-520.79;-533.47;-531.43;-528.05;-528.68;-556.92;-552.13;-544.49;-536.44;-529.93;-522.04;-514.57;-514.49;-496.76;-501.68;-561.51;-555.88;-561.59;-548.62;-528.26;-519.79;-522.63;-506.64;-521.25;-525.92;-514.82;-507.85;-512.36;-498.38;-534.85;-529.3;-558;-552.46;-523.46;-523.25;-555.92;-546.66;-541.53;-517.87
56;-536.48;-524.63;-541.36;-536.35;-543.82;-535.6;-525.05;-534.27;-484.7;-495.25;-521.46;-509.23;-495.51;-490.16;-486.66;-494.25;-487;-517.08;-540.61;-533.02;-546.2;-524.63;-552.16;-545.87;-547.07;-538.73;-532.51;-534.35;-537.48;-522.17;-545.45;-541.15;-545.36;-536.73;-532.43;-528.76;-532.01;-519.7;-532.47;-530.8;-527.34;-528.3;-556.38;-551.71;-544.32;-536.27;-529.55;-521.75;-512.95;-513.2;-495.59;-500.8;-561.26;-555.84;-561.34;-548.41;-528.63;-520.29;-522.13;-505.77;-520.29;-525.42;-514.32;-507.27;-511.28;-496.34;-534.14;-528.59;-557.84;-551.88;-522.54;-522.25;-554.96;-545.95;-540.9;-516.45
57;-536.14;-524.13;-540.65;-535.85;-543.19;-535.06;-523.34;-533.97;-482.7;-493.79;-520.71;-508.31;-495.09;-488.79;-485.37;-494.17;-485.75;-516.12;-540.32;-532.97;-545.82;-524.13;-551.54;-545.07;-546.78;-538.36;-531.97;-533.93;-537.4;-521.71;-544.57;-540.44;-545.28;-536.52;-532.01;-528.34;-531.14;-518.7;-531.47;-529.97;-526.42;-527.63;-555.54;-550.87;-544.03;-535.98;-528.8;-521.21;-510.86;-511.69;-494.34;-499.72;-561.05;-555.63;-561.05;-548.04;-528.8;-520.46;-521.79;-505.35;-519.04;-524.59;-513.36;-506.35;-510.32;-494.84;-533.68;-528.3;-557.67;-551.54;-521;-521;-554.25;-545.2;-540.15;-515.41
58;-535.77;-523.5;-539.61;-534.81;-542.28;-534.39;-522.04;-533.64;-481.57;-492.75;-519.62;-506.89;-494.92;-487.95;-484.58;-493.88;-484.83;-515.24;-539.94;-532.47;-545.45;-523.5;-550.83;-544.24;-546.37;-538.11;-531.14;-533.39;-536.85;-520.62;-544.11;-540.15;-545.16;-536.31;-531.47;-528.01;-529.64;-517.12;-530.39;-529.09;-525.8;-527.05;-555.08;-550.42;-543.78;-535.64;-528.38;-520.66;-509.36;-510.57;-493.38;-498.8;-560.67;-555.3;-560.72;-547.54;-529.05;-520.75;-520.83;-504.56;-518.04;-523.96;-512.57;-505.64;-508.86;-492.83;-532.93;-527.51;-557.3;-550.62;-519.75;-519.75;-553.33;-544.07;-539.06;-513.86
59;-535.48;-523.17;-538.65;-534.1;-541.57;-533.97;-520.33;-533.27;-479.53;-491.33;-518.75;-505.77;-494.59;-486.7;-483.45;-493.38;-483.83;-514.32;-539.52;-531.97;-544.78;-522.5;-550.29;-543.57;-545.99;-537.77;-530.55;-533.1;-536.48;-520.12;-543.36;-539.52;-544.9;-535.98;-530.97;-527.76;-528.72;-516.2;-529.68;-528.51;-524.96;-526.26;-554.42;-549.66;-543.49;-535.44;-527.59;-520;-506.98;-508.81;-491.96;-497.34;-560.3;-554.96;-560.55;-547.16;-529.22;-520.96;-520.12;-503.47;-516.37;-522.88;-511.36;-504.22;-507.61;-491.12;-532.22;-527.01;-556.92;-549.96;-517.95;-518.16;-552.87;-543.28;-538.23;-512.69
60;-535.14;-522.58;-537.65;-533.06;-540.73;-533.27;-519.29;-532.93;-478.28;-490.37;-517.62;-504.89;-494.42;-485.78;-482.66;-492.79;-483.24;-513.9;-538.81;-531.47;-544.24;-521.67;-549.49;-542.86;-545.61;-537.44;-529.51;-532.43;-536.1;-519.75;-542.61;-539.15;-544.57;-535.77;-530.51;-527.38;-527.47;-514.91;-528.38;-527.51;-524.34;-525.59;-553.92;-549.12;-543.15;-535.02;-526.97;-519.45;-505.15;-507.52;-491;-496.51;-559.97;-554.71;-560.13;-546.66;-529.22;-521;-518.96;-501.85;-514.99;-522.12;-510.24;-503.1;-505.98;-488.87;-530.97;-526.59;-556.09;-548.87;-516.54;-516.87;-551.87;-542.15;-537.27;-511.32
61;-534.77;-522.08;-537.1;-532.43;-540.07;-532.68;-517.54;-532.51;-476.11;-488.91;-516.87;-504.56;-493.88;-484.53;-481.57;-492.08;-482.62;-513.57;-538.48;-531.01;-543.36;-520.5;-549.16;-542.53;-544.95;-536.77;-528.8;-531.85;-536.06;-519.41;-541.69;-538.56;-544.2;-535.44;-530.14;-527.13;-526.34;-513.78;-527.34;-526.67;-523.38;-524.71;-553;-548.16;-542.78;-534.73;-526.05;-518.58;-502.81;-505.73;-489.67;-495.13;-559.51;-554.34;-559.47;-546.12;-528.97;-520.96;-518.08;-501.01;-512.99;-520.62;-508.61;-501.72;-504.56;-486.87;-529.68;-526.38;-555.38;-547.91;-514.74;-515.87;-551.08;-541.44;-536.81;-510.4
62;-534.43;-521.42;-536.73;-531.64;-539.06;-531.93;-516.54;-532.22;-474.77;-487.95;-515.87;-504.06;-493.55;-483.57;-480.78;-491.62;-482.28;-513.36;-537.94;-530.34;-542.82;-519.7;-548.58;-542.61;-544.74;-536.4;-527.63;-531.47;-535.64;-518.7;-541.19;-538.23;-543.69;-534.89;-529.64;-526.76;-524.88;-512.4;-526.13;-525.67;-522.63;-523.88;-552.5;-547.58;-542.57;-534.43;-525.3;-517.95;-501.06;-504.56;-488.75;-494.21;-559.26;-554.09;-558.84;-545.2;-528.68;-520.62;-517.04;-499.59;-511.36;-519.54;-507.36;-501.05;-502.73;-484.36;-528.22;-526.13;-554.12;-546.24;-513.95;-515.45;-549.99;-540.19;-536.48;-509.65
63;-534.14;-520.96;-536.39;-531.22;-538.27;-531.51;-514.95;-531.68;-472.94;-486.95;-515.12;-503.64;-493.05;-482.4;-479.99;-490.83;-481.91;-513.15;-537.4;-529.84;-542.15;-518.79;-548.24;-543.03;-544.07;-535.85;-526.92;-531.3;-535.56;-517.79;-540.4;-537.61;-543.49;-534.48;-529.22;-526.38;-523.92;-511.4;-525.09;-524.92;-521.37;-522.92;-551.37;-546.78;-542.23;-534.14;-524.59;-517.24;-498.68;-502.76;-487.12;-492.75;-558.67;-553.67;-558.42;-544.49;-528.43;-520.29;-516.54;-498.72;-509.19;-517.87;-505.86;-500.8;-501.43;-482.82;-527.09;-525.84;-553.12;-545.07;-512.86;-514.91;-548.91;-539.32;-536.35;-508.98
64;-533.6;-520.21;-535.89;-530.55;-537.19;-530.76;-513.82;-531.14;-471.81;-486.24;-514.12;-502.81;-492.5;-481.57;-479.24;-490.25;-481.49;-512.86;-536.52;-529.01;-541.73;-518.16;-548.12;-543.45;-543.53;-535.44;-525.92;-531.39;-535.23;-516.45;-539.86;-537.15;-542.9;-533.97;-528.59;-526.09;-522.42;-510.02;-523.59;-523.71;-520.62;-522.08;-550.66;-546.08;-541.82;-533.64;-524.13;-516.66;-496.76;-501.51;-486.25;-491.75;-558.3;-553.38;-558;-543.78;-528.05;-519.96;-515.62;-497.51;-507.44;-516.95;-504.81;-500.68;-500.18;-480.77;-525.84;-525.3;-551.79;-543.24;-512.07;-514.49;-547.32;-537.77;-536.1;-508.19
65;-533.27;-519.75;-535.48;-530.22;-536.69;-530.39;-512.36;-530.6;-469.81;-485.53;-513.41;-502.1;-491.67;-480.19;-478.49;-489.66;-480.91;-512.36;-535.77;-528.34;-541.11;-517.24;-547.87;-543.41;-542.82;-534.81;-525.25;-531.39;-534.81;-515.53;-538.86;-536.56;-542.61;-533.6;-528.26;-525.67;-521.33;-509.02;-522.63;-522.79;-519.37;-521.04;-549.95;-545.87;-541.48;-533.27;-523.5;-516.03;-494.22;-499.8;-484.83;-490.5;-557.8;-552.96;-557.46;-543.11;-527.72;-519.87;-514.91;-496.13;-505.4;-515.74;-503.35;-500.64;-499.26;-479.48;-524.84;-524.88;-551;-541.82;-511.15;-513.78;-546.49;-536.77;-535.81;-507.27
66;-532.72;-519.08;-534.64;-529.72;-535.81;-529.8;-511.45;-530.05;-468.39;-485.2;-512.45;-501.05;-491.5;-479.52;-477.74;-488.91;-480.57;-512.03;-534.98;-527.8;-540.61;-516.66;-547.53;-543.2;-542.36;-534.43;-524.17;-531.35;-534.1;-514.16;-538.19;-536.06;-542.15;-533.1;-527.76;-525.3;-519.96;-507.65;-521.21;-521.62;-518.41;-520.16;-549.62;-546.08;-541.02;-532.81;-523.13;-515.7;-492.38;-498.51;-483.95;-489.62;-557.42;-552.54;-556.71;-542.2;-527.55;-519.58;-513.99;-496.3;-503.98;-515.11;-502.27;-500.34;-497.97;-477.35;-523.63;-523.84;-549.95;-540.03;-510.24;-512.99;-545.36;-535.69;-535.39;-506.31
67;-532.26;-518.79;-534.14;-529.39;-535.23;-529.64;-509.99;-529.3;-466.14;-484.82;-511.61;-500.05;-491.04;-478.23;-476.99;-488.2;-479.91;-511.44;-534.35;-527.51;-539.86;-515.62;-547.32;-542.99;-541.69;-533.64;-523.42;-531.18;-533.56;-513.45;-537.27;-535.52;-541.69;-532.6;-527.34;-524.67;-518.83;-506.52;-520.46;-521.29;-517.24;-519.16;-549.24;-546.16;-540.69;-532.6;-522.5;-515.03;-489.71;-496.92;-482.45;-488.08;-556.75;-552.04;-556.04;-541.49;-527.3;-519.41;-513.45;-495.71;-502.14;-514.07;-500.89;-499.88;-496.84;-475.52;-522.67;-523.29;-549.2;-538.98;-508.78;-511.65;-544.65;-534.89;-534.89;-505.23
68;-531.6;-518.12;-533.56;-529.05;-534.56;-529.18;-509.07;-528.72;-464.34;-484.61;-510.69;-498.72;-490.54;-477.31;-476.57;-487.58;-479.4;-510.98;-533.72;-527.34;-539.27;-514.82;-546.57;-542.49;-541.23;-533.22;-522.25;-530.89;-532.64;-511.99;-536.56;-535.1;-541.02;-532.01;-526.63;-524.13;-517.54;-505.48;-519.83;-520.83;-516.29;-518.29;-548.83;-545.95;-540.27;-532.18;-522.13;-514.53;-487.75;-495.59;-481.28;-486.95;-556.38;-551.63;-555.42;-540.44;-526.97;-519;-512.7;-495.71;-500.72;-513.49;-499.81;-499.38;-495.34;-473.1;-521.21;-522.67;-548.24;-538.06;-507.52;-510.44;-543.74;-533.77;-534.02;-503.93
69;-531.1;-517.58;-533.22;-528.72;-534.14;-529.05;-507.9;-527.84;-461.76;-484.28;-509.82;-497.59;-489.92;-476.18;-475.73;-487.08;-478.65;-510.4;-533.31;-527.22;-538.15;-513.57;-546.07;-542.07;-540.73;-533.1;-521.21;-530.51;-531.97;-510.98;-535.48;-534.43;-540.69;-531.6;-526.01;-523.75;-516.79;-504.81;-519.37;-520.71;-515.16;-517.87;-548.16;-545.53;-540.02;-531.85;-521.29;-513.78;-485.16;-493.92;-479.82;-485.49;-555.67;-551.08;-555.08;-539.86;-526.8;-518.62;-512.11;-495.71;-498.6;-512.11;-498.1;-498.3;-494.01;-471.01;-520.21;-521.75;-547.2;-537.69;-505.65;-508.56;-542.94;-533.02;-533.22;-502.93
70;-530.3;-516.91;-532.72;-528.43;-533.64;-528.76;-506.94;-527.26;-460.05;-483.95;-508.65;-496.34;-489.5;-475.14;-475.02;-486.57;-477.94;-510.23;-532.68;-526.88;-537.35;-512.86;-545.45;-541.28;-540.4;-533.06;-519.54;-529.8;-530.8;-510.15;-534.68;-533.81;-539.98;-530.85;-525.51;-523.33;-515.87;-503.97;-518.7;-520.29;-514.24;-517.7;-547.49;-545.03;-539.56;-531.43;-520.71;-513.36;-483.33;-492.83;-478.78;-484.49;-555.21;-550.67;-554.83;-539.32;-526.46;-517.99;-511.61;-495.38;-496.8;-511.11;-496.84;-497.42;-492.3;-468.3;-518.7;-520.41;-546.57;-537.48;-504.14;-507.23;-541.9;-531.97;-532.18;-501.35
